Date,Home_Team,Away_Team,Closing_Total,Num_Books,Actual_Total,Deviation,Abs_Deviation,Within_5,Within_10,Within_15,Within_20
2023-12-02,Canisius Golden Griffins,Quinnipiac Bobcats,150.8,14,166,15.199999999999989,15.199999999999989,False,False,False,True
2023-12-02,Fairfield Stags,Iona Gaels,147.2,14,145,-2.1999999999999886,2.1999999999999886,True,True,True,True
2023-12-02,South Carolina Gamecocks,George Washington Colonials,149.7,14,156,6.300000000000011,6.300000000000011,False,True,True,True
2023-12-02,Georgia Bulldogs,Mercer Bears,138.9,14,149,10.099999999999994,10.099999999999994,False,False,True,True
2023-12-02,Indiana Hoosiers,Maryland Terrapins,137.5,13,118,-19.5,19.5,False,False,False,True
2023-12-02,Manhattan Jaspers,Mt. St. Mary's Mountaineers,135.4,14,149,13.599999999999994,13.599999999999994,False,False,True,True
2023-12-02,Niagara Purple Eagles,Saint Peter's Peacocks,124.0,14,139,15.0,15.0,False,False,True,True
2023-12-02,VCU Rams,Norfolk St Spartans,135.8,9,123,-12.800000000000011,12.800000000000011,False,False,True,True
2023-12-02,Siena Saints,Rider Broncs,132.5,14,132,-0.5,0.5,True,True,True,True
2023-12-02,West Virginia Mountaineers,St. John's Red Storm,147.5,14,152,4.5,4.5,True,True,True,True
2023-12-02,Arkansas-Little Rock Trojans,Arkansas St Red Wolves,160.3,14,143,-17.30000000000001,17.30000000000001,False,False,False,True
2023-12-02,LSU Tigers,SE Louisiana Lions,146.2,10,139,-7.199999999999989,7.199999999999989,False,True,True,True
2023-12-02,South Dakota St Jackrabbits,Towson Tigers,131.7,14,109,-22.69999999999999,22.69999999999999,False,False,False,False
2023-12-02,DePaul Blue Demons,Iowa State Cyclones,139.0,14,179,40.0,40.0,False,False,False,False
2023-12-02,Troy Trojans,SIU-Edwardsville Cougars,143.1,13,143,-0.0999999999999943,0.0999999999999943,True,True,True,True
2023-12-02,BYU Cougars,Fresno St Bulldogs,143.2,13,141,-2.1999999999999886,2.1999999999999886,True,True,True,True
2023-12-02,CSU Fullerton Titans,North Dakota Fighting Hawks,141.5,14,118,-23.5,23.5,False,False,False,False
2023-12-02,Kansas Jayhawks,UConn Huskies,148.5,14,134,-14.5,14.5,False,False,True,True
2023-12-02,Northwestern Wildcats,Purdue Boilermakers,136.6,14,180,43.400000000000006,43.400000000000006,False,False,False,False
2023-12-02,Portland Pilots,Wyoming Cowboys,149.9,14,151,1.0999999999999943,1.0999999999999943,True,True,True,True
2023-12-16,Penn State Nittany Lions,Georgia Tech Yellow Jackets,146.8,12,163,16.19999999999999,16.19999999999999,False,False,False,True
2023-12-16,Texas Longhorns,LSU Tigers,142.3,12,181,38.69999999999999,38.69999999999999,False,False,False,False
2023-12-16,Miami Hurricanes,La Salle Explorers,153.3,12,161,7.699999999999989,7.699999999999989,False,True,True,True
2023-12-16,Indiana Hoosiers,Kansas Jayhawks,146.5,12,146,-0.5,0.5,True,True,True,True
2023-12-16,Rutgers Scarlet Knights,LIU Sharks,137.3,9,144,6.699999999999989,6.699999999999989,False,True,True,True
2023-12-16,Niagara Purple Eagles,NJIT Highlanders,141.0,9,170,29.0,29.0,False,False,False,False
2023-12-16,Providence Friars,Sacred Heart Pioneers,141.9,9,142,0.0999999999999943,0.0999999999999943,True,True,True,True
2023-12-16,Drexel Dragons,Albany Great Danes,138.1,9,123,-15.099999999999994,15.099999999999994,False,False,False,True
2023-12-16,Michigan St Spartans,Baylor Bears,144.4,12,152,7.599999999999994,7.599999999999994,False,True,True,True
2023-12-16,Bryant Bulldogs,Towson Tigers,132.8,7,194,61.19999999999999,61.19999999999999,False,False,False,False
2023-12-16,Le Moyne Dolphins,Dartmouth Big Green,137.9,7,134,-3.9000000000000057,3.9000000000000057,True,True,True,True
2023-12-16,Mercer Bears,Florida Gulf Coast Eagles,134.2,9,135,0.8000000000000114,0.8000000000000114,True,True,True,True
2023-12-16,Hampton Pirates,James Madison Dukes,162.8,10,159,-3.8000000000000114,3.8000000000000114,True,True,True,True
2023-12-16,Hofstra Pride,Norfolk St Spartans,139.7,8,132,-7.699999999999989,7.699999999999989,False,True,True,True
2023-12-16,Presbyterian Blue Hose,Kennesaw St Owls,157.2,9,178,20.80000000000001,20.80000000000001,False,False,False,False
2023-12-16,Monmouth Hawks,Rider Broncs,143.0,12,148,5.0,5.0,True,True,True,True
2023-12-16,Tulane Green Wave,Southern Jaguars,160.5,9,186,25.5,25.5,False,False,False,False
2023-12-16,VCU Rams,Temple Owls,137.3,11,165,27.69999999999999,27.69999999999999,False,False,False,False
2023-12-16,UIC Flames,Western Michigan Broncos,135.6,12,157,21.40000000000001,21.40000000000001,False,False,False,False
2023-12-16,Notre Dame Fighting Irish,Georgetown Hoyas,138.7,12,140,1.3000000000000114,1.3000000000000114,True,True,True,True
2023-12-16,Michigan Wolverines,Eastern Michigan Eagles,145.9,11,149,3.0999999999999943,3.0999999999999943,True,True,True,True
2023-12-16,Houston Cougars,Texas A&M Aggies,130.6,11,136,5.400000000000006,5.400000000000006,False,True,True,True
2023-12-16,Western Kentucky Hilltoppers,Austin Peay Governors,143.4,9,129,-14.400000000000006,14.400000000000006,False,False,True,True
2023-12-16,Samford Bulldogs,Belmont Bruins,168.0,12,192,24.0,24.0,False,False,False,False
2023-12-16,Memphis Tigers,Clemson Tigers,151.0,12,156,5.0,5.0,True,True,True,True
2023-12-16,Georgia Southern Eagles,UNC Wilmington Seahawks,143.1,12,159,15.900000000000006,15.900000000000006,False,False,False,True
2023-12-16,Tulsa Golden Hurricane,Missouri St Bears,142.0,12,145,3.0,3.0,True,True,True,True
2023-12-16,Northwestern St Demons,Rice Owls,153.3,9,127,-26.30000000000001,26.30000000000001,False,False,False,False
2023-12-16,Ohio State Buckeyes,UCLA Bruins,133.5,11,127,-6.5,6.5,False,True,True,True
2023-12-16,Bucknell Bison,Radford Highlanders,134.5,8,133,-1.5,1.5,True,True,True,True
2023-12-16,St. John's Red Storm,Fordham Rams,148.2,10,132,-16.19999999999999,16.19999999999999,False,False,False,True
2023-12-16,Bellarmine Knights,Evansville Purple Aces,140.5,9,131,-9.5,9.5,False,True,True,True
2023-12-16,Valparaiso Beacons,Chicago St Cougars,136.0,9,125,-11.0,11.0,False,False,True,True
2023-12-16,St. Bonaventure Bonnies,Florida Atlantic Owls,148.0,12,118,-30.0,30.0,False,False,False,False
2023-12-16,South Florida Bulls,Loyola (Chi) Ramblers,143.5,12,141,-2.5,2.5,True,True,True,True
2023-12-16,Murray St Racers,SE Louisiana Lions,146.1,9,116,-30.099999999999994,30.099999999999994,False,False,False,False
2023-12-16,Tennessee Tech Golden Eagles,North Alabama Lions,146.1,9,137,-9.099999999999994,9.099999999999994,False,True,True,True
2023-12-16,Northern Arizona Lumberjacks,Southern Utah Thunderbirds,149.6,12,150,0.4000000000000057,0.4000000000000057,True,True,True,True
2023-12-16,Utah State Aggies,San Francisco Dons,139.7,12,107,-32.69999999999999,32.69999999999999,False,False,False,False
2023-12-16,Utah Utes,Utah Valley Wolverines,142.7,12,138,-4.699999999999989,4.699999999999989,True,True,True,True
2023-12-16,Virginia Tech Hokies,Vermont Catamounts,138.4,8,124,-14.400000000000006,14.400000000000006,False,False,True,True
2023-12-16,Purdue Boilermakers,Arizona Wildcats,159.6,12,176,16.400000000000006,16.400000000000006,False,False,False,True
2023-12-16,Delaware Blue Hens,Rhode Island Rams,145.3,12,123,-22.30000000000001,22.30000000000001,False,False,False,False
2023-12-16,Iowa Hawkeyes,Florida A&M Rattlers,152.3,9,140,-12.300000000000011,12.300000000000011,False,False,True,True
2023-12-16,UT-Arlington Mavericks,Air Force Falcons,131.0,12,149,18.0,18.0,False,False,False,True
2023-12-16,DePaul Blue Demons,Northwestern Wildcats,141.7,12,102,-39.69999999999999,39.69999999999999,False,False,False,False
2023-12-16,Georgia Bulldogs,High Point Panthers,150.6,9,124,-26.599999999999994,26.599999999999994,False,False,False,False
2023-12-16,Arkansas Razorbacks,Lipscomb Bisons,153.5,9,135,-18.5,18.5,False,False,False,True
2023-12-16,South Carolina Gamecocks,Charleston Southern Buccaneers,133.6,9,142,8.400000000000006,8.400000000000006,False,True,True,True
2023-12-16,George Mason Patriots,Loyola (MD) Greyhounds,135.2,8,116,-19.19999999999999,19.19999999999999,False,False,False,True
2023-12-16,Virginia Cavaliers,Northeastern Huskies,127.2,10,110,-17.200000000000003,17.200000000000003,False,False,False,True
2023-12-16,Massachusetts Minutemen,West Virginia Mountaineers,146.1,10,166,19.90000000000001,19.90000000000001,False,False,False,True
2023-12-17,Fort Wayne Mastodons,Bethune-Cookman Wildcats,154.6,9,149,-5.599999999999994,5.599999999999994,False,True,True,True
2023-12-17,Richmond Spiders,Charlotte 49ers,133.7,11,120,-13.699999999999989,13.699999999999989,False,False,True,True
2023-12-17,Cincinnati Bearcats,Dayton Flyers,139.8,11,150,10.199999999999989,10.199999999999989,False,False,True,True
2023-12-17,Marshall Thundering Herd,UNC Greensboro Spartans,154.6,12,137,-17.599999999999994,17.599999999999994,False,False,False,True
2023-12-17,Wichita St Shockers,Southern Illinois Salukis,141.7,12,137,-4.699999999999989,4.699999999999989,True,True,True,True
2023-12-17,Texas Tech Red Raiders,Vanderbilt Commodores,140.5,12,130,-10.5,10.5,False,False,True,True
2023-12-17,Xavier Musketeers,Winthrop Eagles,154.3,9,134,-20.30000000000001,20.30000000000001,False,False,False,False
2023-12-17,Alabama A&M Bulldogs,Chattanooga Mocs,150.2,9,160,9.800000000000011,9.800000000000011,False,True,True,True
2023-12-17,Creighton Bluejays,Alabama Crimson Tide,165.9,12,167,1.0999999999999943,1.0999999999999943,True,True,True,True
2023-12-17,Florida St Seminoles,SMU Mustangs,147.0,11,125,-22.0,22.0,False,False,False,False
2023-12-17,Saint Louis Billikens,Louisiana Tech Bulldogs,141.5,12,149,7.5,7.5,False,True,True,True
2023-12-17,TCU Horned Frogs,Arizona St Sun Devils,152.0,11,138,-14.0,14.0,False,False,True,True
2023-12-17,BYU Cougars,Georgia St Panthers,149.5,11,140,-9.5,9.5,False,True,True,True
2023-12-17,Oklahoma Sooners,Green Bay Phoenix,135.4,12,128,-7.400000000000006,7.400000000000006,False,True,True,True
2023-12-17,Utah Tech Trailblazers,North Dakota Fighting Hawks,140.8,10,141,0.1999999999999886,0.1999999999999886,True,True,True,True
2023-12-17,Wyoming Cowboys,Weber State Wildcats,133.9,11,155,21.099999999999994,21.099999999999994,False,False,False,False
2023-12-17,Grand Canyon Antelopes,Portland Pilots,154.4,10,154,-0.4000000000000057,0.4000000000000057,True,True,True,True
2023-12-17,North Carolina A&T Aggies,Texas Southern Tigers,145.1,9,164,18.90000000000001,18.90000000000001,False,False,False,True
2023-12-17,Tennessee Volunteers,NC State Wolfpack,149.2,10,149,-0.1999999999999886,0.1999999999999886,True,True,True,True
2023-12-31,Green Bay Phoenix,Robert Morris Colonials,137.2,12,139,1.8000000000000114,1.8000000000000114,True,True,True,True
2023-12-31,Iowa State Cyclones,New Hampshire Wildcats,149.9,9,155,5.099999999999994,5.099999999999994,False,True,True,True
2023-12-31,Colorado Buffaloes,Washington St Cougars,142.2,12,141,-1.1999999999999886,1.1999999999999886,True,True,True,True
2023-12-31,Youngstown St Penguins,Oakland Golden Grizzlies,150.2,12,169,18.80000000000001,18.80000000000001,False,False,False,True
2023-12-31,Mississippi St Bulldogs,Bethune-Cookman Wildcats,140.6,9,147,6.400000000000006,6.400000000000006,False,True,True,True
2023-12-31,Milwaukee Panthers,Wright St Raiders,165.8,12,174,8.199999999999989,8.199999999999989,False,True,True,True
2023-12-31,Oklahoma Sooners,Monmouth Hawks,144.6,11,128,-16.599999999999994,16.599999999999994,False,False,False,True
2023-12-31,South Dakota St Jackrabbits,North Dakota Fighting Hawks,146.6,12,141,-5.599999999999994,5.599999999999994,False,True,True,True
2023-12-31,Oklahoma St Cowboys,South Carolina St Bulldogs,146.2,9,156,9.800000000000011,9.800000000000011,False,True,True,True
2023-12-31,South Dakota Coyotes,Omaha Mavericks,155.2,12,118,-37.19999999999999,37.19999999999999,False,False,False,False
2023-12-31,Lindenwood Lions,Southern Indiana Screaming Eagles,139.6,12,139,-0.5999999999999943,0.5999999999999943,True,True,True,True
2023-12-31,Stanford Cardinal,Arizona Wildcats,161.6,12,182,20.40000000000001,20.40000000000001,False,False,False,False
2023-12-31,SE Missouri St Redhawks,Morehead St Eagles,144.7,12,125,-19.69999999999999,19.69999999999999,False,False,False,True
2023-12-31,NJIT Highlanders,Morgan St Bears,153.4,8,122,-31.40000000000001,31.40000000000001,False,False,False,False
2023-12-31,SIU-Edwardsville Cougars,Western Illinois Leathernecks,134.0,11,156,22.0,22.0,False,False,False,False
2023-12-31,Denver Pioneers,Oral Roberts Golden Eagles,158.4,12,175,16.599999999999994,16.599999999999994,False,False,False,True
2023-12-31,Utah Utes,Washington Huskies,153.1,12,185,31.90000000000001,31.90000000000001,False,False,False,False
2024-01-01,California Golden Bears,Arizona St Sun Devils,149.0,12,140,-9.0,9.0,False,True,True,True
2024-01-10,Nevada Wolf Pack,Air Force Falcons,132.7,12,146,13.300000000000011,13.300000000000011,False,False,True,True
2024-01-15,Canisius Golden Griffins,Fairfield Stags,146.0,13,151,5.0,5.0,True,True,True,True
2024-01-15,Michigan Wolverines,Ohio State Buckeyes,146.9,13,138,-8.900000000000006,8.900000000000006,False,True,True,True
2024-01-15,Niagara Purple Eagles,Siena Saints,141.2,12,181,39.80000000000001,39.80000000000001,False,False,False,False
2024-01-15,Wagner Seahawks,Stonehill Skyhawks,131.2,10,118,-13.199999999999989,13.199999999999989,False,False,True,True
2024-01-15,Harvard Crimson,Brown Bears,140.1,12,146,5.900000000000006,5.900000000000006,False,True,True,True
2024-01-15,Cornell Big Red,Pennsylvania Quakers,159.5,13,137,-22.5,22.5,False,False,False,False
