prediction_id,game_date,away_team,home_team,away_score,home_score,actual_total,market_total,predicted_total,recommendation,confidence,result,edge_accuracy,profit_loss,sport,bet_type,model,game_time,bet_placed,prediction_error
2025-11-18_New York Knicks_Miami Heat_moneyline_logistic_regression,2025-11-17,New York Knicks,Miami Heat,113,115,,0.5434,0.7139,HOME,HIGH,WIN,0.1705,0.91,NBA,moneyline,logistic_regression,12:40 AM,YES,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_totals_ensemble,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,216.0,232.33,231.3,UNDER,NONE,WIN,-1.03,0.91,NBA,totals,ensemble,01:00 AM,NO,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_totals_random_forest,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,216.0,232.33,230.73,UNDER,NONE,WIN,-1.6,0.91,NBA,totals,random_forest,01:00 AM,NO,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_totals_xgboost,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,216.0,232.33,231.54,UNDER,NONE,WIN,-0.79,0.91,NBA,totals,xgboost,01:00 AM,NO,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_totals_lightgbm,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,216.0,232.33,231.06,UNDER,NONE,WIN,-1.27,0.91,NBA,totals,lightgbm,01:00 AM,NO,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_totals_linear_regression,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,216.0,232.33,233.92,OVER,NONE,LOSS,1.58,-1.0,NBA,totals,linear_regression,01:00 AM,NO,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_spreads_ensemble,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,-14.5,-16.48,HOME,LOW,WIN,-1.98,0.91,NBA,spreads,ensemble,01:00 AM,YES,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_spreads_random_forest,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,-14.5,-14.14,AWAY,NONE,LOSS,0.36,-1.0,NBA,spreads,random_forest,01:00 AM,NO,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_spreads_xgboost,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,-14.5,-17.53,HOME,HIGH,WIN,-3.03,0.91,NBA,spreads,xgboost,01:00 AM,YES,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_spreads_lightgbm,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,-14.5,-15.42,HOME,NONE,WIN,-0.92,0.91,NBA,spreads,lightgbm,01:00 AM,NO,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_spreads_linear_regression,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,-14.5,-18.98,HOME,HIGH,WIN,-4.48,0.91,NBA,spreads,linear_regression,01:00 AM,YES,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_moneyline_ensemble,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,0.9048,0.8334,AWAY,MEDIUM,LOSS,-0.0714,-1.0,NBA,moneyline,ensemble,01:00 AM,YES,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_moneyline_random_forest,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,0.9048,0.8912,PASS,NONE,UNKNOWN,-0.0135,0.0,NBA,moneyline,random_forest,01:00 AM,NO,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_moneyline_xgboost,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,0.9048,0.7589,AWAY,HIGH,LOSS,-0.1459,-1.0,NBA,moneyline,xgboost,01:00 AM,YES,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_moneyline_lightgbm,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,0.9048,0.8146,AWAY,MEDIUM,LOSS,-0.0902,-1.0,NBA,moneyline,lightgbm,01:00 AM,YES,
2025-11-18_Dallas Mavericks_Minnesota Timberwolves_moneyline_logistic_regression,2025-11-17,Dallas Mavericks,Minnesota Timberwolves,96,120,,0.9048,0.8522,AWAY,MEDIUM,LOSS,-0.0526,-1.0,NBA,moneyline,logistic_regression,01:00 AM,YES,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_totals_ensemble,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,235.0,224.17,226.63,OVER,LOW,WIN,2.47,0.91,NBA,totals,ensemble,01:10 AM,YES,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_totals_random_forest,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,235.0,224.17,228.33,OVER,MEDIUM,WIN,4.17,0.91,NBA,totals,random_forest,01:10 AM,YES,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_totals_xgboost,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,235.0,224.17,224.93,OVER,NONE,WIN,0.77,0.91,NBA,totals,xgboost,01:10 AM,NO,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_totals_lightgbm,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,235.0,224.17,222.43,UNDER,NONE,LOSS,-1.74,-1.0,NBA,totals,lightgbm,01:10 AM,NO,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_totals_linear_regression,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,235.0,224.17,229.42,OVER,HIGH,WIN,5.26,0.91,NBA,totals,linear_regression,01:10 AM,YES,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_spreads_ensemble,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,18.5,18.96,AWAY,NONE,LOSS,0.46,-1.0,NBA,spreads,ensemble,01:10 AM,NO,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_spreads_random_forest,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,18.5,17.53,HOME,NONE,LOSS,-0.97,-1.0,NBA,spreads,random_forest,01:10 AM,NO,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_spreads_xgboost,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,18.5,14.03,HOME,HIGH,LOSS,-4.47,-1.0,NBA,spreads,xgboost,01:10 AM,YES,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_spreads_lightgbm,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,18.5,21.12,AWAY,MEDIUM,LOSS,2.62,-1.0,NBA,spreads,lightgbm,01:10 AM,YES,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_spreads_linear_regression,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,18.5,20.39,AWAY,LOW,LOSS,1.89,-1.0,NBA,spreads,linear_regression,01:10 AM,YES,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_moneyline_ensemble,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,0.0779,0.1001,HOME,NONE,LOSS,0.0222,-1.0,NBA,moneyline,ensemble,01:10 AM,NO,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_moneyline_random_forest,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,0.0779,0.1224,HOME,LOW,LOSS,0.0445,-1.0,NBA,moneyline,random_forest,01:10 AM,YES,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_moneyline_xgboost,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,0.0779,0.1162,HOME,LOW,LOSS,0.0382,-1.0,NBA,moneyline,xgboost,01:10 AM,YES,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_moneyline_lightgbm,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,0.0779,0.05,AWAY,NONE,WIN,-0.0279,0.91,NBA,moneyline,lightgbm,01:10 AM,NO,
2025-11-18_Oklahoma City Thunder_New Orleans Pelicans_moneyline_logistic_regression,2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,,0.0779,0.0841,PASS,NONE,UNKNOWN,0.0062,0.0,NBA,moneyline,logistic_regression,01:10 AM,NO,
2025-11-18_Chicago Bulls_Denver Nuggets_totals_ensemble,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,257.0,240.83,242.29,OVER,NONE,WIN,1.46,0.91,NBA,totals,ensemble,02:10 AM,NO,
2025-11-18_Chicago Bulls_Denver Nuggets_totals_random_forest,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,257.0,240.83,239.43,UNDER,NONE,LOSS,-1.4,-1.0,NBA,totals,random_forest,02:10 AM,NO,
2025-11-18_Chicago Bulls_Denver Nuggets_totals_xgboost,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,257.0,240.83,243.68,OVER,LOW,WIN,2.84,0.91,NBA,totals,xgboost,02:10 AM,YES,
2025-11-18_Chicago Bulls_Denver Nuggets_totals_lightgbm,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,257.0,240.83,249.42,OVER,HIGH,WIN,8.59,0.91,NBA,totals,lightgbm,02:10 AM,YES,
2025-11-18_Chicago Bulls_Denver Nuggets_totals_linear_regression,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,257.0,240.83,240.91,OVER,NONE,WIN,0.08,0.91,NBA,totals,linear_regression,02:10 AM,NO,
2025-11-18_Chicago Bulls_Denver Nuggets_spreads_ensemble,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,-13.5,-12.51,AWAY,NONE,LOSS,0.99,-1.0,NBA,spreads,ensemble,02:10 AM,NO,
2025-11-18_Chicago Bulls_Denver Nuggets_spreads_random_forest,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,-13.5,-14.49,HOME,NONE,LOSS,-0.99,-1.0,NBA,spreads,random_forest,02:10 AM,NO,
2025-11-18_Chicago Bulls_Denver Nuggets_spreads_xgboost,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,-13.5,-13.72,HOME,NONE,LOSS,-0.22,-1.0,NBA,spreads,xgboost,02:10 AM,NO,
2025-11-18_Chicago Bulls_Denver Nuggets_spreads_lightgbm,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,-13.5,-11.3,AWAY,MEDIUM,LOSS,2.2,-1.0,NBA,spreads,lightgbm,02:10 AM,YES,
2025-11-18_Chicago Bulls_Denver Nuggets_spreads_linear_regression,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,-13.5,-9.77,AWAY,HIGH,LOSS,3.73,-1.0,NBA,spreads,linear_regression,02:10 AM,YES,
2025-11-18_Chicago Bulls_Denver Nuggets_moneyline_ensemble,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,0.8966,0.9368,HOME,LOW,LOSS,0.0403,-1.0,NBA,moneyline,ensemble,02:10 AM,YES,
2025-11-18_Chicago Bulls_Denver Nuggets_moneyline_random_forest,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,0.8966,0.95,HOME,MEDIUM,LOSS,0.0534,-1.0,NBA,moneyline,random_forest,02:10 AM,YES,
2025-11-18_Chicago Bulls_Denver Nuggets_moneyline_xgboost,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,0.8966,0.95,HOME,MEDIUM,LOSS,0.0534,-1.0,NBA,moneyline,xgboost,02:10 AM,YES,
2025-11-18_Chicago Bulls_Denver Nuggets_moneyline_lightgbm,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,0.8966,0.8214,AWAY,MEDIUM,WIN,-0.0751,0.91,NBA,moneyline,lightgbm,02:10 AM,YES,
2025-11-18_Chicago Bulls_Denver Nuggets_moneyline_logistic_regression,2025-11-17,Chicago Bulls,Denver Nuggets,130,127,,0.8966,0.9237,HOME,NONE,LOSS,0.0271,-1.0,NBA,moneyline,logistic_regression,02:10 AM,NO,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_totals_ensemble,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,49.0,48.5,50.21,OVER,NONE,WIN,1.71,0.91,NFL,totals,ensemble,01:15 AM,NO,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_totals_random_forest,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,49.0,48.5,47.15,UNDER,NONE,LOSS,-1.35,-1.0,NFL,totals,random_forest,01:15 AM,NO,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_totals_xgboost,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,49.0,48.5,43.05,UNDER,HIGH,LOSS,-5.45,-1.0,NFL,totals,xgboost,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_totals_lightgbm,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,49.0,48.5,53.27,OVER,MEDIUM,WIN,4.77,0.91,NFL,totals,lightgbm,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_totals_linear_regression,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,49.0,48.5,56.31,OVER,HIGH,WIN,7.81,0.91,NFL,totals,linear_regression,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_spreads_ensemble,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,3.5,0.62,HOME,MEDIUM,LOSS,-2.88,-1.0,NFL,spreads,ensemble,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_spreads_random_forest,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,3.5,2.24,HOME,LOW,LOSS,-1.26,-1.0,NFL,spreads,random_forest,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_spreads_xgboost,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,3.5,-1.11,HOME,HIGH,LOSS,-4.61,-1.0,NFL,spreads,xgboost,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_spreads_lightgbm,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,3.5,-0.99,HOME,HIGH,LOSS,-4.49,-1.0,NFL,spreads,lightgbm,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_spreads_linear_regression,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,3.5,4.93,AWAY,LOW,WIN,1.43,0.91,NFL,spreads,linear_regression,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_moneyline_ensemble,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,0.3731,0.3454,AWAY,NONE,WIN,-0.0278,0.91,NFL,moneyline,ensemble,01:15 AM,NO,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_moneyline_random_forest,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,0.3731,0.478,HOME,HIGH,LOSS,0.1049,-1.0,NFL,moneyline,random_forest,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_moneyline_xgboost,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,0.3731,0.2354,AWAY,HIGH,WIN,-0.1377,0.91,NFL,moneyline,xgboost,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_moneyline_lightgbm,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,0.3731,0.3177,AWAY,MEDIUM,WIN,-0.0554,0.91,NFL,moneyline,lightgbm,01:15 AM,YES,
2025-11-18_Dallas Cowboys_Las Vegas Raiders_moneyline_logistic_regression,2025-11-17,Dallas Cowboys,Las Vegas Raiders,33,16,,0.3731,0.373,PASS,NONE,UNKNOWN,-0.0001,0.0,NFL,moneyline,logistic_regression,01:15 AM,NO,
2025-11-18_Los Angeles Kings_Washington Capitals_totals_ensemble,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,3.0,5.83,4.61,UNDER,NONE,WIN,-1.23,0.91,NHL,totals,ensemble,12:08 AM,NO,
2025-11-18_Los Angeles Kings_Washington Capitals_totals_random_forest,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,3.0,5.83,6.37,OVER,NONE,LOSS,0.54,-1.0,NHL,totals,random_forest,12:08 AM,NO,
2025-11-18_Los Angeles Kings_Washington Capitals_totals_xgboost,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,3.0,5.83,5.29,UNDER,NONE,WIN,-0.55,0.91,NHL,totals,xgboost,12:08 AM,NO,
2025-11-18_Los Angeles Kings_Washington Capitals_totals_lightgbm,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,3.0,5.83,4.5,UNDER,NONE,WIN,-1.33,0.91,NHL,totals,lightgbm,12:08 AM,NO,
2025-11-18_Los Angeles Kings_Washington Capitals_totals_linear_regression,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,3.0,5.83,4.5,UNDER,NONE,WIN,-1.33,0.91,NHL,totals,linear_regression,12:08 AM,NO,
2025-11-18_Los Angeles Kings_Washington Capitals_spreads_ensemble,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,-1.5,1.53,AWAY,HIGH,LOSS,3.03,-1.0,NHL,spreads,ensemble,12:08 AM,YES,
2025-11-18_Los Angeles Kings_Washington Capitals_spreads_random_forest,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,-1.5,0.34,AWAY,LOW,LOSS,1.84,-1.0,NHL,spreads,random_forest,12:08 AM,YES,
2025-11-18_Los Angeles Kings_Washington Capitals_spreads_xgboost,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,-1.5,2.71,AWAY,HIGH,LOSS,4.21,-1.0,NHL,spreads,xgboost,12:08 AM,YES,
2025-11-18_Los Angeles Kings_Washington Capitals_spreads_lightgbm,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,-1.5,-1.76,HOME,NONE,LOSS,-0.26,-1.0,NHL,spreads,lightgbm,12:08 AM,NO,
2025-11-18_Los Angeles Kings_Washington Capitals_spreads_linear_regression,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,-1.5,3.32,AWAY,HIGH,LOSS,4.82,-1.0,NHL,spreads,linear_regression,12:08 AM,YES,
2025-11-18_Los Angeles Kings_Washington Capitals_moneyline_ensemble,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,0.7129,0.7514,HOME,LOW,WIN,0.0385,0.91,NHL,moneyline,ensemble,12:08 AM,YES,
2025-11-18_Los Angeles Kings_Washington Capitals_moneyline_random_forest,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,0.7129,0.7414,HOME,NONE,WIN,0.0285,0.91,NHL,moneyline,random_forest,12:08 AM,NO,
2025-11-18_Los Angeles Kings_Washington Capitals_moneyline_xgboost,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,0.7129,0.7614,HOME,LOW,WIN,0.0485,0.91,NHL,moneyline,xgboost,12:08 AM,YES,
2025-11-18_Los Angeles Kings_Washington Capitals_moneyline_lightgbm,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,0.7129,0.7118,PASS,NONE,UNKNOWN,-0.0011,0.0,NHL,moneyline,lightgbm,12:08 AM,NO,
2025-11-18_Los Angeles Kings_Washington Capitals_moneyline_logistic_regression,2025-11-17,Los Angeles Kings,Washington Capitals,1,2,,0.7129,0.8544,HOME,HIGH,WIN,0.1415,0.91,NHL,moneyline,logistic_regression,12:08 AM,YES,
2025-11-18_Carolina Hurricanes_Boston Bruins_totals_ensemble,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,4.0,5.5,5.22,UNDER,NONE,WIN,-0.28,0.91,NHL,totals,ensemble,12:08 AM,NO,
2025-11-18_Carolina Hurricanes_Boston Bruins_totals_random_forest,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,4.0,5.5,4.5,UNDER,NONE,WIN,-1.0,0.91,NHL,totals,random_forest,12:08 AM,NO,
2025-11-18_Carolina Hurricanes_Boston Bruins_totals_xgboost,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,4.0,5.5,6.75,OVER,NONE,LOSS,1.25,-1.0,NHL,totals,xgboost,12:08 AM,NO,
2025-11-18_Carolina Hurricanes_Boston Bruins_totals_lightgbm,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,4.0,5.5,5.51,OVER,NONE,LOSS,0.01,-1.0,NHL,totals,lightgbm,12:08 AM,NO,
2025-11-18_Carolina Hurricanes_Boston Bruins_totals_linear_regression,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,4.0,5.5,4.92,UNDER,NONE,WIN,-0.58,0.91,NHL,totals,linear_regression,12:08 AM,NO,
2025-11-18_Carolina Hurricanes_Boston Bruins_spreads_ensemble,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,1.5,0.85,HOME,NONE,LOSS,-0.65,-1.0,NHL,spreads,ensemble,12:08 AM,NO,
2025-11-18_Carolina Hurricanes_Boston Bruins_spreads_random_forest,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,1.5,-0.4,HOME,LOW,LOSS,-1.9,-1.0,NHL,spreads,random_forest,12:08 AM,YES,
2025-11-18_Carolina Hurricanes_Boston Bruins_spreads_xgboost,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,1.5,-0.75,HOME,MEDIUM,LOSS,-2.25,-1.0,NHL,spreads,xgboost,12:08 AM,YES,
2025-11-18_Carolina Hurricanes_Boston Bruins_spreads_lightgbm,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,1.5,3.99,AWAY,MEDIUM,WIN,2.49,0.91,NHL,spreads,lightgbm,12:08 AM,YES,
2025-11-18_Carolina Hurricanes_Boston Bruins_spreads_linear_regression,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,1.5,2.09,AWAY,NONE,WIN,0.59,0.91,NHL,spreads,linear_regression,12:08 AM,NO,
2025-11-18_Carolina Hurricanes_Boston Bruins_moneyline_ensemble,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,0.4065,0.4682,HOME,MEDIUM,LOSS,0.0617,-1.0,NHL,moneyline,ensemble,12:08 AM,YES,
2025-11-18_Carolina Hurricanes_Boston Bruins_moneyline_random_forest,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,0.4065,0.3483,AWAY,MEDIUM,WIN,-0.0582,0.91,NHL,moneyline,random_forest,12:08 AM,YES,
2025-11-18_Carolina Hurricanes_Boston Bruins_moneyline_xgboost,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,0.4065,0.5054,HOME,MEDIUM,LOSS,0.0989,-1.0,NHL,moneyline,xgboost,12:08 AM,YES,
2025-11-18_Carolina Hurricanes_Boston Bruins_moneyline_lightgbm,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,0.4065,0.431,HOME,NONE,LOSS,0.0245,-1.0,NHL,moneyline,lightgbm,12:08 AM,NO,
2025-11-18_Carolina Hurricanes_Boston Bruins_moneyline_logistic_regression,2025-11-17,Carolina Hurricanes,Boston Bruins,3,1,,0.4065,0.5491,HOME,HIGH,LOSS,0.1426,-1.0,NHL,moneyline,logistic_regression,12:08 AM,YES,
2025-11-18_Edmonton Oilers_Buffalo Sabres_totals_ensemble,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,6.0,5.5,6.35,OVER,NONE,WIN,0.85,0.91,NHL,totals,ensemble,12:08 AM,NO,
2025-11-18_Edmonton Oilers_Buffalo Sabres_totals_random_forest,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,6.0,5.5,5.11,UNDER,NONE,LOSS,-0.39,-1.0,NHL,totals,random_forest,12:08 AM,NO,
2025-11-18_Edmonton Oilers_Buffalo Sabres_totals_xgboost,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,6.0,5.5,6.64,OVER,NONE,WIN,1.14,0.91,NHL,totals,xgboost,12:08 AM,NO,
2025-11-18_Edmonton Oilers_Buffalo Sabres_totals_lightgbm,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,6.0,5.5,6.06,OVER,NONE,WIN,0.56,0.91,NHL,totals,lightgbm,12:08 AM,NO,
2025-11-18_Edmonton Oilers_Buffalo Sabres_totals_linear_regression,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,6.0,5.5,7.21,OVER,NONE,WIN,1.71,0.91,NHL,totals,linear_regression,12:08 AM,NO,
2025-11-18_Edmonton Oilers_Buffalo Sabres_spreads_ensemble,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,1.5,1.39,HOME,NONE,WIN,-0.11,0.91,NHL,spreads,ensemble,12:08 AM,NO,
2025-11-18_Edmonton Oilers_Buffalo Sabres_spreads_random_forest,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,1.5,6.47,AWAY,HIGH,LOSS,4.97,-1.0,NHL,spreads,random_forest,12:08 AM,YES,
2025-11-18_Edmonton Oilers_Buffalo Sabres_spreads_xgboost,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,1.5,-1.63,HOME,HIGH,WIN,-3.13,0.91,NHL,spreads,xgboost,12:08 AM,YES,
2025-11-18_Edmonton Oilers_Buffalo Sabres_spreads_lightgbm,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,1.5,4.4,AWAY,MEDIUM,LOSS,2.9,-1.0,NHL,spreads,lightgbm,12:08 AM,YES,
2025-11-18_Edmonton Oilers_Buffalo Sabres_spreads_linear_regression,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,1.5,-4.04,HOME,HIGH,WIN,-5.54,0.91,NHL,spreads,linear_regression,12:08 AM,YES,
2025-11-18_Edmonton Oilers_Buffalo Sabres_moneyline_ensemble,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,0.4559,0.4891,HOME,LOW,WIN,0.0332,0.91,NHL,moneyline,ensemble,12:08 AM,YES,
2025-11-18_Edmonton Oilers_Buffalo Sabres_moneyline_random_forest,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,0.4559,0.4121,AWAY,LOW,LOSS,-0.0438,-1.0,NHL,moneyline,random_forest,12:08 AM,YES,
2025-11-18_Edmonton Oilers_Buffalo Sabres_moneyline_xgboost,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,0.4559,0.3897,AWAY,MEDIUM,LOSS,-0.0662,-1.0,NHL,moneyline,xgboost,12:08 AM,YES,
2025-11-18_Edmonton Oilers_Buffalo Sabres_moneyline_lightgbm,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,0.4559,0.6181,HOME,HIGH,WIN,0.1622,0.91,NHL,moneyline,lightgbm,12:08 AM,YES,
2025-11-18_Edmonton Oilers_Buffalo Sabres_moneyline_logistic_regression,2025-11-17,Edmonton Oilers,Buffalo Sabres,1,5,,0.4559,0.5661,HOME,HIGH,WIN,0.1102,0.91,NHL,moneyline,logistic_regression,12:08 AM,YES,
2025-11-18_Vancouver Canucks_Florida Panthers_totals_ensemble,2025-11-17,Vancouver Canucks,Florida Panthers,5,8,13.0,5.5,5.76,OVER,NONE,WIN,0.26,0.91,NHL,totals,ensemble,12:08 AM,NO,
2025-11-18_Vancouver Canucks_Florida Panthers_totals_random_forest,2025-11-17,Vancouver Canucks,Florida Panthers,5,8,13.0,5.5,6.25,OVER,NONE,WIN,0.75,0.91,NHL,totals,random_forest,12:08 AM,NO,
2025-11-18_Vancouver Canucks_Florida Panthers_totals_xgboost,2025-11-17,Vancouver Canucks,Florida Panthers,5,8,13.0,5.5,5.77,OVER,NONE,WIN,0.27,0.91,NHL,totals,xgboost,12:08 AM,NO,
2025-11-18_Vancouver Canucks_Florida Panthers_totals_lightgbm,2025-11-17,Vancouver Canucks,Florida Panthers,5,8,13.0,5.5,4.98,UNDER,NONE,LOSS,-0.52,-1.0,NHL,totals,lightgbm,12:08 AM,NO,
