prediction_id,game_date,away_team,home_team,away_score,home_score,actual_total,market_total,predicted_total,recommendation,confidence,result,edge_accuracy,profit_loss,sport,bet_type,model,game_time,bet_placed,prediction_error
2025-11-19_UMass Minutemen_Ohio Bobcats_totals_lightgbm,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,56.0,53.63,55.87,OVER,LOW,WIN,2.24,0.91,NCAAF,totals,lightgbm,12:00 AM,YES,
2025-11-19_UMass Minutemen_Ohio Bobcats_totals_linear_regression,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,56.0,53.63,47.24,UNDER,HIGH,LOSS,-6.39,-1.0,NCAAF,totals,linear_regression,12:00 AM,YES,
2025-11-19_UMass Minutemen_Ohio Bobcats_spreads_ensemble,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,-29.61,-30.36,HOME,NONE,LOSS,-0.75,-1.0,NCAAF,spreads,ensemble,12:00 AM,NO,
2025-11-19_UMass Minutemen_Ohio Bobcats_spreads_random_forest,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,-29.61,-30.72,HOME,LOW,LOSS,-1.11,-1.0,NCAAF,spreads,random_forest,12:00 AM,YES,
2025-11-19_UMass Minutemen_Ohio Bobcats_spreads_xgboost,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,-29.61,-30.0,HOME,NONE,LOSS,-0.39,-1.0,NCAAF,spreads,xgboost,12:00 AM,NO,
2025-11-19_UMass Minutemen_Ohio Bobcats_spreads_lightgbm,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,-29.61,-32.58,HOME,MEDIUM,LOSS,-2.97,-1.0,NCAAF,spreads,lightgbm,12:00 AM,YES,
2025-11-19_UMass Minutemen_Ohio Bobcats_spreads_linear_regression,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,-29.61,-29.13,AWAY,NONE,LOSS,0.48,-1.0,NCAAF,spreads,linear_regression,12:00 AM,NO,
2025-11-19_UMass Minutemen_Ohio Bobcats_moneyline_ensemble,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,0.9934,0.9461,AWAY,LOW,LOSS,-0.0472,-1.0,NCAAF,moneyline,ensemble,12:00 AM,YES,
2025-11-19_UMass Minutemen_Ohio Bobcats_moneyline_random_forest,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,0.9934,0.886,AWAY,HIGH,LOSS,-0.1074,-1.0,NCAAF,moneyline,random_forest,12:00 AM,YES,
2025-11-19_UMass Minutemen_Ohio Bobcats_moneyline_xgboost,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,0.9934,0.95,AWAY,LOW,LOSS,-0.0434,-1.0,NCAAF,moneyline,xgboost,12:00 AM,YES,
2025-11-19_UMass Minutemen_Ohio Bobcats_moneyline_lightgbm,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,0.9934,0.95,AWAY,LOW,LOSS,-0.0434,-1.0,NCAAF,moneyline,lightgbm,12:00 AM,YES,
2025-11-19_UMass Minutemen_Ohio Bobcats_moneyline_logistic_regression,2025-11-18,UMass Minutemen,Ohio Bobcats,14,42,,0.9934,0.9423,AWAY,MEDIUM,LOSS,-0.0511,-1.0,NCAAF,moneyline,logistic_regression,12:00 AM,YES,
2025-11-19_Seattle Kraken_Detroit Red Wings_totals_ensemble,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,6.0,5.91,5.43,UNDER,NONE,LOSS,-0.48,-1.0,NHL,totals,ensemble,12:00 AM,NO,
2025-11-19_Seattle Kraken_Detroit Red Wings_totals_random_forest,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,6.0,5.91,5.62,UNDER,NONE,LOSS,-0.28,-1.0,NHL,totals,random_forest,12:00 AM,NO,
2025-11-19_Seattle Kraken_Detroit Red Wings_totals_xgboost,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,6.0,5.91,6.81,OVER,NONE,WIN,0.9,0.91,NHL,totals,xgboost,12:00 AM,NO,
2025-11-19_Seattle Kraken_Detroit Red Wings_totals_lightgbm,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,6.0,5.91,5.24,UNDER,NONE,LOSS,-0.67,-1.0,NHL,totals,lightgbm,12:00 AM,NO,
2025-11-19_Seattle Kraken_Detroit Red Wings_totals_linear_regression,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,6.0,5.91,4.5,UNDER,NONE,LOSS,-1.41,-1.0,NHL,totals,linear_regression,12:00 AM,NO,
2025-11-19_Seattle Kraken_Detroit Red Wings_spreads_ensemble,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,-0.98,1.31,AWAY,MEDIUM,LOSS,2.29,-1.0,NHL,spreads,ensemble,12:00 AM,YES,
2025-11-19_Seattle Kraken_Detroit Red Wings_spreads_random_forest,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,-0.98,1.86,AWAY,MEDIUM,LOSS,2.84,-1.0,NHL,spreads,random_forest,12:00 AM,YES,
2025-11-19_Seattle Kraken_Detroit Red Wings_spreads_xgboost,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,-0.98,0.76,AWAY,LOW,LOSS,1.74,-1.0,NHL,spreads,xgboost,12:00 AM,YES,
2025-11-19_Seattle Kraken_Detroit Red Wings_spreads_lightgbm,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,-0.98,2.52,AWAY,HIGH,LOSS,3.5,-1.0,NHL,spreads,lightgbm,12:00 AM,YES,
2025-11-19_Seattle Kraken_Detroit Red Wings_spreads_linear_regression,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,-0.98,-1.43,HOME,NONE,WIN,-0.45,0.91,NHL,spreads,linear_regression,12:00 AM,NO,
2025-11-19_Seattle Kraken_Detroit Red Wings_moneyline_ensemble,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,0.5588,0.579,HOME,NONE,WIN,0.0203,0.91,NHL,moneyline,ensemble,12:00 AM,NO,
2025-11-19_Seattle Kraken_Detroit Red Wings_moneyline_random_forest,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,0.5588,0.5179,AWAY,LOW,LOSS,-0.0409,-1.0,NHL,moneyline,random_forest,12:00 AM,YES,
2025-11-19_Seattle Kraken_Detroit Red Wings_moneyline_xgboost,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,0.5588,0.6548,HOME,MEDIUM,WIN,0.0961,0.91,NHL,moneyline,xgboost,12:00 AM,YES,
2025-11-19_Seattle Kraken_Detroit Red Wings_moneyline_lightgbm,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,0.5588,0.6402,HOME,MEDIUM,WIN,0.0814,0.91,NHL,moneyline,lightgbm,12:00 AM,YES,
2025-11-19_Seattle Kraken_Detroit Red Wings_moneyline_logistic_regression,2025-11-18,Seattle Kraken,Detroit Red Wings,2,4,,0.5588,0.3977,AWAY,HIGH,LOSS,-0.1611,-1.0,NHL,moneyline,logistic_regression,12:00 AM,YES,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_totals_ensemble,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,6.0,5.89,6.0,OVER,NONE,WIN,0.11,0.91,NHL,totals,ensemble,12:00 AM,NO,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_totals_random_forest,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,6.0,5.89,6.19,OVER,NONE,WIN,0.3,0.91,NHL,totals,random_forest,12:00 AM,NO,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_totals_xgboost,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,6.0,5.89,5.8,UNDER,NONE,LOSS,-0.08,-1.0,NHL,totals,xgboost,12:00 AM,NO,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_totals_lightgbm,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,6.0,5.89,6.91,OVER,NONE,WIN,1.02,0.91,NHL,totals,lightgbm,12:00 AM,NO,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_totals_linear_regression,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,6.0,5.89,5.58,UNDER,NONE,LOSS,-0.31,-1.0,NHL,totals,linear_regression,12:00 AM,NO,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_spreads_ensemble,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,-0.96,-2.07,HOME,LOW,WIN,-1.11,0.91,NHL,spreads,ensemble,12:00 AM,YES,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_spreads_random_forest,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,-0.96,1.87,AWAY,MEDIUM,LOSS,2.83,-1.0,NHL,spreads,random_forest,12:00 AM,YES,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_spreads_xgboost,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,-0.96,-4.11,HOME,HIGH,WIN,-3.14,0.91,NHL,spreads,xgboost,12:00 AM,YES,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_spreads_lightgbm,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,-0.96,-1.57,HOME,NONE,WIN,-0.61,0.91,NHL,spreads,lightgbm,12:00 AM,NO,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_spreads_linear_regression,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,-0.96,-2.58,HOME,LOW,WIN,-1.61,0.91,NHL,spreads,linear_regression,12:00 AM,YES,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_moneyline_ensemble,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,0.5316,0.5401,PASS,NONE,UNKNOWN,0.0085,0.0,NHL,moneyline,ensemble,12:00 AM,NO,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_moneyline_random_forest,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,0.5316,0.4382,AWAY,MEDIUM,LOSS,-0.0933,-1.0,NHL,moneyline,random_forest,12:00 AM,YES,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_moneyline_xgboost,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,0.5316,0.5683,HOME,LOW,WIN,0.0367,0.91,NHL,moneyline,xgboost,12:00 AM,YES,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_moneyline_lightgbm,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,0.5316,0.5119,PASS,NONE,UNKNOWN,-0.0197,0.0,NHL,moneyline,lightgbm,12:00 AM,NO,
2025-11-19_New Jersey Devils_Tampa Bay Lightning_moneyline_logistic_regression,2025-11-18,New Jersey Devils,Tampa Bay Lightning,1,5,,0.5316,0.6857,HOME,HIGH,WIN,0.1541,0.91,NHL,moneyline,logistic_regression,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_totals_ensemble,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,5.0,6.19,5.57,UNDER,NONE,WIN,-0.62,0.91,NHL,totals,ensemble,12:00 AM,NO,
2025-11-19_St Louis Blues_Toronto Maple Leafs_totals_random_forest,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,5.0,6.19,8.24,OVER,LOW,LOSS,2.05,-1.0,NHL,totals,random_forest,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_totals_xgboost,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,5.0,6.19,5.88,UNDER,NONE,WIN,-0.3,0.91,NHL,totals,xgboost,12:00 AM,NO,
2025-11-19_St Louis Blues_Toronto Maple Leafs_totals_lightgbm,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,5.0,6.19,5.17,UNDER,NONE,WIN,-1.01,0.91,NHL,totals,lightgbm,12:00 AM,NO,
2025-11-19_St Louis Blues_Toronto Maple Leafs_totals_linear_regression,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,5.0,6.19,5.25,UNDER,NONE,WIN,-0.93,0.91,NHL,totals,linear_regression,12:00 AM,NO,
2025-11-19_St Louis Blues_Toronto Maple Leafs_spreads_ensemble,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,-1.22,-4.36,HOME,HIGH,LOSS,-3.13,-1.0,NHL,spreads,ensemble,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_spreads_random_forest,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,-1.22,-4.42,HOME,HIGH,LOSS,-3.2,-1.0,NHL,spreads,random_forest,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_spreads_xgboost,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,-1.22,-4.29,HOME,HIGH,LOSS,-3.07,-1.0,NHL,spreads,xgboost,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_spreads_lightgbm,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,-1.22,1.15,AWAY,MEDIUM,LOSS,2.37,-1.0,NHL,spreads,lightgbm,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_spreads_linear_regression,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,-1.22,-6.74,HOME,HIGH,LOSS,-5.52,-1.0,NHL,spreads,linear_regression,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_moneyline_ensemble,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,0.4065,0.4527,HOME,LOW,WIN,0.0462,0.91,NHL,moneyline,ensemble,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_moneyline_random_forest,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,0.4065,0.335,AWAY,MEDIUM,LOSS,-0.0715,-1.0,NHL,moneyline,random_forest,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_moneyline_xgboost,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,0.4065,0.4536,HOME,LOW,WIN,0.0471,0.91,NHL,moneyline,xgboost,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_moneyline_lightgbm,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,0.4065,0.4517,HOME,LOW,WIN,0.0453,0.91,NHL,moneyline,lightgbm,12:00 AM,YES,
2025-11-19_St Louis Blues_Toronto Maple Leafs_moneyline_logistic_regression,2025-11-18,St Louis Blues,Toronto Maple Leafs,2,3,,0.4065,0.5187,HOME,HIGH,WIN,0.1122,0.91,NHL,moneyline,logistic_regression,12:00 AM,YES,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_totals_ensemble,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,7.0,6.59,7.38,OVER,NONE,WIN,0.78,0.91,NHL,totals,ensemble,01:00 AM,NO,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_totals_random_forest,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,7.0,6.59,6.24,UNDER,NONE,LOSS,-0.36,-1.0,NHL,totals,random_forest,01:00 AM,NO,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_totals_xgboost,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,7.0,6.59,7.01,OVER,NONE,WIN,0.42,0.91,NHL,totals,xgboost,01:00 AM,NO,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_totals_lightgbm,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,7.0,6.59,8.49,OVER,NONE,WIN,1.9,0.91,NHL,totals,lightgbm,01:00 AM,NO,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_totals_linear_regression,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,7.0,6.59,7.74,OVER,NONE,WIN,1.15,0.91,NHL,totals,linear_regression,01:00 AM,NO,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_spreads_ensemble,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,-1.54,-1.39,AWAY,NONE,LOSS,0.14,-1.0,NHL,spreads,ensemble,01:00 AM,NO,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_spreads_random_forest,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,-1.54,-1.28,AWAY,NONE,LOSS,0.26,-1.0,NHL,spreads,random_forest,01:00 AM,NO,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_spreads_xgboost,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,-1.54,-0.28,AWAY,LOW,LOSS,1.25,-1.0,NHL,spreads,xgboost,01:00 AM,YES,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_spreads_lightgbm,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,-1.54,-1.51,AWAY,NONE,LOSS,0.02,-1.0,NHL,spreads,lightgbm,01:00 AM,NO,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_spreads_linear_regression,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,-1.54,-3.45,HOME,LOW,WIN,-1.92,0.91,NHL,spreads,linear_regression,01:00 AM,YES,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_moneyline_ensemble,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,0.6112,0.718,HOME,HIGH,WIN,0.1068,0.91,NHL,moneyline,ensemble,01:00 AM,YES,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_moneyline_random_forest,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,0.6112,0.73,HOME,HIGH,WIN,0.1188,0.91,NHL,moneyline,random_forest,01:00 AM,YES,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_moneyline_xgboost,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,0.6112,0.5439,AWAY,MEDIUM,LOSS,-0.0673,-1.0,NHL,moneyline,xgboost,01:00 AM,YES,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_moneyline_lightgbm,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,0.6112,0.8069,HOME,HIGH,WIN,0.1957,0.91,NHL,moneyline,lightgbm,01:00 AM,YES,
2025-11-19_Columbus Blue Jackets_Winnipeg Jets_moneyline_logistic_regression,2025-11-18,Columbus Blue Jackets,Winnipeg Jets,2,5,,0.6112,0.706,HOME,MEDIUM,WIN,0.0948,0.91,NHL,moneyline,logistic_regression,01:00 AM,YES,
2025-11-19_New York Islanders_Dallas Stars_totals_ensemble,2025-11-18,New York Islanders,Dallas Stars,3,2,5.0,6.31,6.05,UNDER,NONE,WIN,-0.26,0.91,NHL,totals,ensemble,01:00 AM,NO,
2025-11-19_New York Islanders_Dallas Stars_totals_random_forest,2025-11-18,New York Islanders,Dallas Stars,3,2,5.0,6.31,5.89,UNDER,NONE,WIN,-0.43,0.91,NHL,totals,random_forest,01:00 AM,NO,
2025-11-19_New York Islanders_Dallas Stars_totals_xgboost,2025-11-18,New York Islanders,Dallas Stars,3,2,5.0,6.31,6.21,UNDER,NONE,WIN,-0.1,0.91,NHL,totals,xgboost,01:00 AM,NO,
2025-11-19_New York Islanders_Dallas Stars_totals_lightgbm,2025-11-18,New York Islanders,Dallas Stars,3,2,5.0,6.31,6.63,OVER,NONE,LOSS,0.32,-1.0,NHL,totals,lightgbm,01:00 AM,NO,
2025-11-19_New York Islanders_Dallas Stars_totals_linear_regression,2025-11-18,New York Islanders,Dallas Stars,3,2,5.0,6.31,5.45,UNDER,NONE,WIN,-0.86,0.91,NHL,totals,linear_regression,01:00 AM,NO,
2025-11-19_New York Islanders_Dallas Stars_spreads_ensemble,2025-11-18,New York Islanders,Dallas Stars,3,2,,-2.09,0.93,AWAY,HIGH,LOSS,3.02,-1.0,NHL,spreads,ensemble,01:00 AM,YES,
2025-11-19_New York Islanders_Dallas Stars_spreads_random_forest,2025-11-18,New York Islanders,Dallas Stars,3,2,,-2.09,-1.97,AWAY,NONE,LOSS,0.12,-1.0,NHL,spreads,random_forest,01:00 AM,NO,
2025-11-19_New York Islanders_Dallas Stars_spreads_xgboost,2025-11-18,New York Islanders,Dallas Stars,3,2,,-2.09,-0.76,AWAY,LOW,LOSS,1.33,-1.0,NHL,spreads,xgboost,01:00 AM,YES,
2025-11-19_New York Islanders_Dallas Stars_spreads_lightgbm,2025-11-18,New York Islanders,Dallas Stars,3,2,,-2.09,3.6,AWAY,HIGH,LOSS,5.69,-1.0,NHL,spreads,lightgbm,01:00 AM,YES,
2025-11-19_New York Islanders_Dallas Stars_spreads_linear_regression,2025-11-18,New York Islanders,Dallas Stars,3,2,,-2.09,2.62,AWAY,HIGH,LOSS,4.71,-1.0,NHL,spreads,linear_regression,01:00 AM,YES,
2025-11-19_New York Islanders_Dallas Stars_moneyline_ensemble,2025-11-18,New York Islanders,Dallas Stars,3,2,,0.5982,0.6628,HOME,MEDIUM,LOSS,0.0646,-1.0,NHL,moneyline,ensemble,01:00 AM,YES,
2025-11-19_New York Islanders_Dallas Stars_moneyline_random_forest,2025-11-18,New York Islanders,Dallas Stars,3,2,,0.5982,0.613,PASS,NONE,UNKNOWN,0.0148,0.0,NHL,moneyline,random_forest,01:00 AM,NO,
2025-11-19_New York Islanders_Dallas Stars_moneyline_xgboost,2025-11-18,New York Islanders,Dallas Stars,3,2,,0.5982,0.7244,HOME,HIGH,LOSS,0.1262,-1.0,NHL,moneyline,xgboost,01:00 AM,YES,
2025-11-19_New York Islanders_Dallas Stars_moneyline_lightgbm,2025-11-18,New York Islanders,Dallas Stars,3,2,,0.5982,0.7126,HOME,HIGH,LOSS,0.1144,-1.0,NHL,moneyline,lightgbm,01:00 AM,YES,
2025-11-19_New York Islanders_Dallas Stars_moneyline_logistic_regression,2025-11-18,New York Islanders,Dallas Stars,3,2,,0.5982,0.5877,PASS,NONE,UNKNOWN,-0.0105,0.0,NHL,moneyline,logistic_regression,01:00 AM,NO,
2025-11-19_Calgary Flames_Chicago Blackhawks_totals_ensemble,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,7.0,5.91,5.7,UNDER,NONE,LOSS,-0.2,-1.0,NHL,totals,ensemble,01:30 AM,NO,
2025-11-19_Calgary Flames_Chicago Blackhawks_totals_random_forest,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,7.0,5.91,6.72,OVER,NONE,WIN,0.82,0.91,NHL,totals,random_forest,01:30 AM,NO,
2025-11-19_Calgary Flames_Chicago Blackhawks_totals_xgboost,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,7.0,5.91,4.68,UNDER,NONE,LOSS,-1.22,-1.0,NHL,totals,xgboost,01:30 AM,NO,
2025-11-19_Calgary Flames_Chicago Blackhawks_totals_lightgbm,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,7.0,5.91,4.65,UNDER,NONE,LOSS,-1.26,-1.0,NHL,totals,lightgbm,01:30 AM,NO,
2025-11-19_Calgary Flames_Chicago Blackhawks_totals_linear_regression,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,7.0,5.91,6.97,OVER,NONE,WIN,1.07,0.91,NHL,totals,linear_regression,01:30 AM,NO,
2025-11-19_Calgary Flames_Chicago Blackhawks_spreads_ensemble,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,1.67,-0.02,HOME,LOW,WIN,-1.68,0.91,NHL,spreads,ensemble,01:30 AM,YES,
2025-11-19_Calgary Flames_Chicago Blackhawks_spreads_random_forest,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,1.67,5.03,AWAY,HIGH,LOSS,3.36,-1.0,NHL,spreads,random_forest,01:30 AM,YES,
2025-11-19_Calgary Flames_Chicago Blackhawks_spreads_xgboost,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,1.67,-1.43,HOME,HIGH,WIN,-3.09,0.91,NHL,spreads,xgboost,01:30 AM,YES,
2025-11-19_Calgary Flames_Chicago Blackhawks_spreads_lightgbm,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,1.67,1.39,HOME,NONE,WIN,-0.27,0.91,NHL,spreads,lightgbm,01:30 AM,NO,
2025-11-19_Calgary Flames_Chicago Blackhawks_spreads_linear_regression,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,1.67,-2.44,HOME,HIGH,WIN,-4.11,0.91,NHL,spreads,linear_regression,01:30 AM,YES,
2025-11-19_Calgary Flames_Chicago Blackhawks_moneyline_ensemble,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,0.6904,0.7392,HOME,LOW,WIN,0.0489,0.91,NHL,moneyline,ensemble,01:30 AM,YES,
2025-11-19_Calgary Flames_Chicago Blackhawks_moneyline_random_forest,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,0.6904,0.6901,PASS,NONE,UNKNOWN,-0.0003,0.0,NHL,moneyline,random_forest,01:30 AM,NO,
2025-11-19_Calgary Flames_Chicago Blackhawks_moneyline_xgboost,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,0.6904,0.6263,AWAY,MEDIUM,LOSS,-0.0641,-1.0,NHL,moneyline,xgboost,01:30 AM,YES,
2025-11-19_Calgary Flames_Chicago Blackhawks_moneyline_lightgbm,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,0.6904,0.8809,HOME,HIGH,WIN,0.1905,0.91,NHL,moneyline,lightgbm,01:30 AM,YES,
2025-11-19_Calgary Flames_Chicago Blackhawks_moneyline_logistic_regression,2025-11-18,Calgary Flames,Chicago Blackhawks,2,5,,0.6904,0.7884,HOME,MEDIUM,WIN,0.098,0.91,NHL,moneyline,logistic_regression,01:30 AM,YES,
2025-11-19_New York Rangers_Vegas Golden Knights_totals_ensemble,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,5.0,5.98,5.86,UNDER,NONE,WIN,-0.12,0.91,NHL,totals,ensemble,03:00 AM,NO,
2025-11-19_New York Rangers_Vegas Golden Knights_totals_random_forest,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,5.0,5.98,5.6,UNDER,NONE,WIN,-0.38,0.91,NHL,totals,random_forest,03:00 AM,NO,
2025-11-19_New York Rangers_Vegas Golden Knights_totals_xgboost,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,5.0,5.98,6.11,OVER,NONE,LOSS,0.13,-1.0,NHL,totals,xgboost,03:00 AM,NO,
2025-11-19_New York Rangers_Vegas Golden Knights_totals_lightgbm,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,5.0,5.98,6.49,OVER,NONE,LOSS,0.5,-1.0,NHL,totals,lightgbm,03:00 AM,NO,
2025-11-19_New York Rangers_Vegas Golden Knights_totals_linear_regression,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,5.0,5.98,4.5,UNDER,NONE,WIN,-1.48,0.91,NHL,totals,linear_regression,03:00 AM,NO,
2025-11-19_New York Rangers_Vegas Golden Knights_spreads_ensemble,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,-1.35,0.72,AWAY,MEDIUM,LOSS,2.07,-1.0,NHL,spreads,ensemble,03:00 AM,YES,
2025-11-19_New York Rangers_Vegas Golden Knights_spreads_random_forest,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,-1.35,-0.87,AWAY,NONE,LOSS,0.48,-1.0,NHL,spreads,random_forest,03:00 AM,NO,
2025-11-19_New York Rangers_Vegas Golden Knights_spreads_xgboost,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,-1.35,0.62,AWAY,LOW,LOSS,1.97,-1.0,NHL,spreads,xgboost,03:00 AM,YES,
2025-11-19_New York Rangers_Vegas Golden Knights_spreads_lightgbm,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,-1.35,0.82,AWAY,MEDIUM,LOSS,2.17,-1.0,NHL,spreads,lightgbm,03:00 AM,YES,
