prediction_id,game_date,away_team,home_team,away_score,home_score,actual_total,market_total,predicted_total,recommendation,confidence,result,edge_accuracy,profit_loss
2025-11-11_New Orleans Privateers_LSU Tigers_spreads_xgboost,2025-11-11,New Orleans Privateers,LSU Tigers,93,58,,-17.39,-15.37,AWAY,MEDIUM,WIN,2.03,0.91
2025-11-11_New Orleans Privateers_LSU Tigers_spreads_lightgbm,2025-11-11,New Orleans Privateers,LSU Tigers,93,58,,-17.39,-14.66,AWAY,MEDIUM,WIN,2.73,0.91
2025-11-11_New Orleans Privateers_LSU Tigers_spreads_linear_regression,2025-11-11,New Orleans Privateers,LSU Tigers,93,58,,-17.39,-17.53,HOME,NONE,LOSS,-0.14,-1.0
2025-11-11_New Orleans Privateers_LSU Tigers_moneyline_ensemble,2025-11-11,New Orleans Privateers,LSU Tigers,93,58,,0.963,0.95,PASS,NONE,UNKNOWN,-0.013,0.0
2025-11-11_New Orleans Privateers_LSU Tigers_moneyline_random_forest,2025-11-11,New Orleans Privateers,LSU Tigers,93,58,,0.963,0.95,PASS,NONE,UNKNOWN,-0.013,0.0
2025-11-11_New Orleans Privateers_LSU Tigers_moneyline_xgboost,2025-11-11,New Orleans Privateers,LSU Tigers,93,58,,0.963,0.8984,AWAY,MEDIUM,WIN,-0.0646,0.91
2025-11-11_New Orleans Privateers_LSU Tigers_moneyline_lightgbm,2025-11-11,New Orleans Privateers,LSU Tigers,93,58,,0.963,0.95,PASS,NONE,UNKNOWN,-0.013,0.0
2025-11-11_New Orleans Privateers_LSU Tigers_moneyline_logistic_regression,2025-11-11,New Orleans Privateers,LSU Tigers,93,58,,0.963,0.95,PASS,NONE,UNKNOWN,-0.013,0.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_ensemble,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,148.91,OVER,NONE,LOSS,0.65,-1.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_random_forest,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,142.73,UNDER,HIGH,WIN,-5.53,0.91
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_xgboost,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,151.64,OVER,MEDIUM,LOSS,3.38,-1.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_lightgbm,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,146.18,UNDER,LOW,WIN,-2.08,0.91
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_linear_regression,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,157.04,OVER,HIGH,LOSS,8.78,-1.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_ensemble,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-15.42,AWAY,LOW,LOSS,1.87,-1.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_random_forest,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-15.17,AWAY,MEDIUM,LOSS,2.11,-1.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_xgboost,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-17.99,HOME,NONE,LOSS,-0.71,-1.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_lightgbm,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-15.66,AWAY,LOW,LOSS,1.62,-1.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_linear_regression,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-10.26,AWAY,HIGH,LOSS,7.02,-1.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_moneyline_ensemble,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,0.9655,0.9188,AWAY,LOW,WIN,-0.0466,0.91
2025-11-11_Lamar Cardinals_TCU Horned Frogs_moneyline_random_forest,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,0.9655,0.9143,AWAY,MEDIUM,WIN,-0.0512,0.91
2025-11-11_Lamar Cardinals_TCU Horned Frogs_moneyline_xgboost,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,0.9655,0.9234,AWAY,LOW,WIN,-0.042,0.91
2025-11-11_Lamar Cardinals_TCU Horned Frogs_moneyline_lightgbm,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,0.9655,0.95,PASS,NONE,UNKNOWN,-0.0155,0.0
2025-11-11_Lamar Cardinals_TCU Horned Frogs_moneyline_logistic_regression,2025-11-11,Lamar Cardinals,TCU Horned Frogs,78,65,,0.9655,0.8696,AWAY,MEDIUM,WIN,-0.0958,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_ensemble,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,168.15,OVER,LOW,WIN,2.36,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_random_forest,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,160.17,UNDER,HIGH,LOSS,-5.62,-1.0
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_xgboost,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,170.12,OVER,MEDIUM,WIN,4.32,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_lightgbm,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,166.19,OVER,NONE,WIN,0.39,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_linear_regression,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,171.25,OVER,HIGH,WIN,5.45,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_ensemble,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-22.16,AWAY,NONE,WIN,0.22,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_random_forest,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-21.35,AWAY,LOW,WIN,1.03,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_xgboost,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-19.52,AWAY,MEDIUM,WIN,2.87,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_lightgbm,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-22.97,HOME,NONE,LOSS,-0.59,-1.0
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_linear_regression,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-25.09,HOME,MEDIUM,LOSS,-2.7,-1.0
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_ensemble,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.95,AWAY,LOW,WIN,-0.0425,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_random_forest,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.95,AWAY,LOW,WIN,-0.0425,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_xgboost,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.9377,AWAY,MEDIUM,WIN,-0.0549,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_lightgbm,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.95,AWAY,LOW,WIN,-0.0425,0.91
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_logistic_regression,2025-11-11,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.95,AWAY,LOW,WIN,-0.0425,0.91
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_ensemble,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,148.49,UNDER,NONE,LOSS,-1.62,-1.0
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_random_forest,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,145.35,UNDER,MEDIUM,LOSS,-4.76,-1.0
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_xgboost,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,148.57,UNDER,NONE,LOSS,-1.54,-1.0
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_lightgbm,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,148.41,UNDER,NONE,LOSS,-1.7,-1.0
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_linear_regression,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,150.85,OVER,NONE,WIN,0.74,0.91
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_spreads_ensemble,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,-5.3,-3.43,AWAY,LOW,WIN,1.87,0.91
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_spreads_random_forest,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,-5.3,-0.64,AWAY,HIGH,WIN,4.67,0.91
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_spreads_xgboost,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,-5.3,-4.51,AWAY,NONE,WIN,0.8,0.91
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_spreads_lightgbm,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,-5.3,-8.88,HOME,HIGH,LOSS,-3.58,-1.0
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_spreads_linear_regression,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,-5.3,-2.35,AWAY,MEDIUM,WIN,2.95,0.91
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_moneyline_ensemble,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,0.7155,0.6791,AWAY,LOW,WIN,-0.0365,0.91
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_moneyline_random_forest,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,0.7155,0.6612,AWAY,MEDIUM,WIN,-0.0543,0.91
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_moneyline_xgboost,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,0.7155,0.8071,HOME,MEDIUM,LOSS,0.0915,-1.0
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_moneyline_lightgbm,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,0.7155,0.6969,PASS,NONE,UNKNOWN,-0.0186,0.0
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_moneyline_logistic_regression,2025-11-11,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,0.7155,0.6227,AWAY,MEDIUM,WIN,-0.0928,0.91
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_totals_ensemble,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,173.0,151.54,150.0,UNDER,NONE,LOSS,-1.54,-1.0
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_totals_random_forest,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,173.0,151.54,150.2,UNDER,NONE,LOSS,-1.34,-1.0
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_totals_xgboost,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,173.0,151.54,153.15,OVER,NONE,WIN,1.61,0.91
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_totals_lightgbm,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,173.0,151.54,147.01,UNDER,MEDIUM,LOSS,-4.53,-1.0
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_totals_linear_regression,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,173.0,151.54,149.8,UNDER,NONE,LOSS,-1.74,-1.0
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_spreads_ensemble,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,-21.33,-22.98,HOME,LOW,LOSS,-1.65,-1.0
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_spreads_random_forest,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,-21.33,-18.05,AWAY,HIGH,WIN,3.29,0.91
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_spreads_xgboost,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,-21.33,-17.69,AWAY,HIGH,WIN,3.64,0.91
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_spreads_lightgbm,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,-21.33,-27.91,HOME,HIGH,LOSS,-6.58,-1.0
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_spreads_linear_regression,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,-21.33,-29.27,HOME,HIGH,LOSS,-7.94,-1.0
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_moneyline_ensemble,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,0.9933,0.95,AWAY,LOW,WIN,-0.0433,0.91
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_moneyline_random_forest,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,0.9933,0.95,AWAY,LOW,WIN,-0.0433,0.91
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_moneyline_xgboost,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,0.9933,0.8954,AWAY,MEDIUM,WIN,-0.0979,0.91
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_moneyline_lightgbm,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,0.9933,0.95,AWAY,LOW,WIN,-0.0433,0.91
2025-11-11_Cleveland St Vikings_Northwestern Wildcats_moneyline_logistic_regression,2025-11-11,Cleveland St Vikings,Northwestern Wildcats,110,63,,0.9933,0.95,AWAY,LOW,WIN,-0.0433,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_totals_ensemble,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,155.0,155.23,153.24,UNDER,NONE,WIN,-1.99,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_totals_random_forest,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,155.0,155.23,153.3,UNDER,NONE,WIN,-1.93,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_totals_xgboost,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,155.0,155.23,153.17,UNDER,LOW,WIN,-2.06,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_totals_lightgbm,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,155.0,155.23,157.46,OVER,LOW,LOSS,2.23,-1.0
2025-11-11_Santa Clara Broncos_Xavier Musketeers_totals_linear_regression,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,155.0,155.23,153.15,UNDER,LOW,WIN,-2.08,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_spreads_ensemble,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,-3.04,-3.3,HOME,NONE,WIN,-0.26,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_spreads_random_forest,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,-3.04,-3.7,HOME,NONE,WIN,-0.66,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_spreads_xgboost,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,-3.04,1.18,AWAY,HIGH,LOSS,4.22,-1.0
2025-11-11_Santa Clara Broncos_Xavier Musketeers_spreads_lightgbm,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,-3.04,-4.99,HOME,LOW,WIN,-1.95,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_spreads_linear_regression,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,-3.04,-2.89,AWAY,NONE,LOSS,0.15,-1.0
2025-11-11_Santa Clara Broncos_Xavier Musketeers_moneyline_ensemble,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,0.6326,0.6913,HOME,MEDIUM,WIN,0.0587,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_moneyline_random_forest,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,0.6326,0.6788,HOME,LOW,WIN,0.0461,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_moneyline_xgboost,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,0.6326,0.7038,HOME,MEDIUM,WIN,0.0712,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_moneyline_lightgbm,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,0.6326,0.7493,HOME,HIGH,WIN,0.1167,0.91
2025-11-11_Santa Clara Broncos_Xavier Musketeers_moneyline_logistic_regression,2025-11-11,Santa Clara Broncos,Xavier Musketeers,68,87,,0.6326,0.6276,PASS,NONE,UNKNOWN,-0.0051,0.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_totals_ensemble,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,130.0,134.5,134.21,UNDER,NONE,WIN,-0.29,0.91
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_totals_random_forest,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,130.0,134.5,135.07,OVER,NONE,LOSS,0.57,-1.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_totals_xgboost,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,130.0,134.5,139.94,OVER,HIGH,LOSS,5.44,-1.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_totals_lightgbm,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,130.0,134.5,133.34,UNDER,NONE,WIN,-1.16,0.91
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_totals_linear_regression,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,130.0,134.5,131.39,UNDER,MEDIUM,WIN,-3.11,0.91
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_spreads_ensemble,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,-12.64,-12.12,AWAY,NONE,LOSS,0.52,-1.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_spreads_random_forest,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,-12.64,-12.59,AWAY,NONE,LOSS,0.05,-1.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_spreads_xgboost,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,-12.64,-14.05,HOME,LOW,LOSS,-1.41,-1.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_spreads_lightgbm,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,-12.64,-11.65,AWAY,NONE,LOSS,0.99,-1.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_spreads_linear_regression,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,-12.64,-11.15,AWAY,LOW,LOSS,1.48,-1.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_moneyline_ensemble,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,0.9366,0.9038,AWAY,LOW,WIN,-0.0328,0.91
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_moneyline_random_forest,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,0.9366,0.95,PASS,NONE,UNKNOWN,0.0134,0.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_moneyline_xgboost,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,0.9366,0.95,PASS,NONE,UNKNOWN,0.0134,0.0
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_moneyline_lightgbm,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,0.9366,0.8179,AWAY,HIGH,WIN,-0.1187,0.91
2025-11-11_SE Louisiana Lions_Georgia Tech Yellow Jackets_moneyline_logistic_regression,2025-11-11,SE Louisiana Lions,Georgia Tech Yellow Jackets,70,60,,0.9366,0.8576,AWAY,MEDIUM,WIN,-0.079,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_totals_ensemble,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,147.0,163.2,161.94,UNDER,NONE,WIN,-1.26,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_totals_random_forest,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,147.0,163.2,161.14,UNDER,LOW,WIN,-2.07,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_totals_xgboost,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,147.0,163.2,162.75,UNDER,NONE,WIN,-0.45,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_totals_lightgbm,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,147.0,163.2,160.77,UNDER,LOW,WIN,-2.44,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_totals_linear_regression,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,147.0,163.2,164.23,OVER,NONE,LOSS,1.02,-1.0
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_spreads_ensemble,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,-18.64,-18.36,AWAY,NONE,WIN,0.28,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_spreads_random_forest,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,-18.64,-17.87,AWAY,NONE,WIN,0.76,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_spreads_xgboost,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,-18.64,-19.54,HOME,NONE,LOSS,-0.9,-1.0
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_spreads_lightgbm,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,-18.64,-18.79,HOME,NONE,LOSS,-0.15,-1.0
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_spreads_linear_regression,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,-18.64,-17.92,AWAY,NONE,WIN,0.71,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_moneyline_ensemble,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,0.9756,0.9432,AWAY,LOW,WIN,-0.0324,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_moneyline_random_forest,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,0.9756,0.95,AWAY,NONE,WIN,-0.0256,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_moneyline_xgboost,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,0.9756,0.95,AWAY,NONE,WIN,-0.0256,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_moneyline_lightgbm,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,0.9756,0.8948,AWAY,MEDIUM,WIN,-0.0808,0.91
2025-11-11_Northern Illinois Huskies_Grand Canyon Antelopes_moneyline_logistic_regression,2025-11-11,Northern Illinois Huskies,Grand Canyon Antelopes,88,59,,0.9756,0.9364,AWAY,LOW,WIN,-0.0392,0.91
2025-11-11_Holy Cross Crusaders_Utah Utes_totals_ensemble,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,156.0,155.34,157.43,OVER,LOW,WIN,2.09,0.91
2025-11-11_Holy Cross Crusaders_Utah Utes_totals_random_forest,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,156.0,155.34,164.45,OVER,HIGH,WIN,9.11,0.91
2025-11-11_Holy Cross Crusaders_Utah Utes_totals_xgboost,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,156.0,155.34,160.22,OVER,MEDIUM,WIN,4.88,0.91
2025-11-11_Holy Cross Crusaders_Utah Utes_totals_lightgbm,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,156.0,155.34,154.04,UNDER,NONE,LOSS,-1.3,-1.0
2025-11-11_Holy Cross Crusaders_Utah Utes_totals_linear_regression,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,156.0,155.34,154.64,UNDER,NONE,LOSS,-0.7,-1.0
2025-11-11_Holy Cross Crusaders_Utah Utes_spreads_ensemble,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,-19.59,-19.39,AWAY,NONE,LOSS,0.2,-1.0
2025-11-11_Holy Cross Crusaders_Utah Utes_spreads_random_forest,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,-19.59,-18.67,AWAY,NONE,LOSS,0.92,-1.0
2025-11-11_Holy Cross Crusaders_Utah Utes_spreads_xgboost,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,-19.59,-19.86,HOME,NONE,LOSS,-0.27,-1.0
2025-11-11_Holy Cross Crusaders_Utah Utes_spreads_lightgbm,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,-19.59,-21.1,HOME,LOW,LOSS,-1.51,-1.0
2025-11-11_Holy Cross Crusaders_Utah Utes_spreads_linear_regression,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,-19.59,-18.91,AWAY,NONE,LOSS,0.68,-1.0
2025-11-11_Holy Cross Crusaders_Utah Utes_moneyline_ensemble,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,0.9822,0.8951,AWAY,MEDIUM,WIN,-0.0871,0.91
2025-11-11_Holy Cross Crusaders_Utah Utes_moneyline_random_forest,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,0.9822,0.95,AWAY,LOW,WIN,-0.0322,0.91
2025-11-11_Holy Cross Crusaders_Utah Utes_moneyline_xgboost,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,0.9822,0.838,AWAY,HIGH,WIN,-0.1442,0.91
2025-11-11_Holy Cross Crusaders_Utah Utes_moneyline_lightgbm,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,0.9822,0.8403,AWAY,HIGH,WIN,-0.1419,0.91
2025-11-11_Holy Cross Crusaders_Utah Utes_moneyline_logistic_regression,2025-11-11,Holy Cross Crusaders,Utah Utes,87,69,,0.9822,0.95,AWAY,LOW,WIN,-0.0322,0.91
2025-11-11_St. Thomas (MN) Tommies_Washington St Cougars_totals_ensemble,2025-11-11,St. Thomas (MN) Tommies,Washington St Cougars,81,71,152.0,158.41,156.17,UNDER,LOW,WIN,-2.25,0.91
2025-11-11_St. Thomas (MN) Tommies_Washington St Cougars_totals_random_forest,2025-11-11,St. Thomas (MN) Tommies,Washington St Cougars,81,71,152.0,158.41,155.26,UNDER,MEDIUM,WIN,-3.16,0.91
