prediction_id,game_date,away_team,home_team,away_score,home_score,actual_total,market_total,predicted_total,recommendation,confidence,result,edge_accuracy,profit_loss
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_spreads_lightgbm,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,-15.76,-16.53,HOME,NONE,LOSS,-0.77,-1.0
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_spreads_linear_regression,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,-15.76,-19.24,HOME,HIGH,LOSS,-3.48,-1.0
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_moneyline_ensemble,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,0.9681,0.8548,AWAY,HIGH,WIN,-0.1133,0.91
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_moneyline_random_forest,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,0.9681,0.8609,AWAY,HIGH,WIN,-0.1072,0.91
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_moneyline_xgboost,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,0.9681,0.8486,AWAY,HIGH,WIN,-0.1195,0.91
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_moneyline_lightgbm,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,0.9681,0.8834,AWAY,MEDIUM,WIN,-0.0847,0.91
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_moneyline_logistic_regression,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,0.9681,0.7552,AWAY,HIGH,WIN,-0.2129,0.91
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_totals_ensemble,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,125.0,137.68,137.76,OVER,NONE,LOSS,0.07,-1.0
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_totals_random_forest,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,125.0,137.68,139.83,OVER,LOW,LOSS,2.15,-1.0
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_totals_xgboost,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,125.0,137.68,143.32,OVER,HIGH,LOSS,5.64,-1.0
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_totals_lightgbm,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,125.0,137.68,135.68,UNDER,LOW,WIN,-2.0,0.91
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_totals_linear_regression,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,125.0,137.68,132.65,UNDER,HIGH,WIN,-5.03,0.91
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_spreads_ensemble,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,-4.61,-7.45,HOME,MEDIUM,LOSS,-2.84,-1.0
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_spreads_random_forest,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,-4.61,0.15,AWAY,HIGH,WIN,4.76,0.91
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_spreads_xgboost,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,-4.61,-8.16,HOME,HIGH,LOSS,-3.55,-1.0
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_spreads_lightgbm,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,-4.61,-6.73,HOME,MEDIUM,LOSS,-2.12,-1.0
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_spreads_linear_regression,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,-4.61,-11.08,HOME,HIGH,LOSS,-6.47,-1.0
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_moneyline_ensemble,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,0.7155,0.6617,AWAY,MEDIUM,WIN,-0.0538,0.91
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_moneyline_random_forest,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,0.7155,0.6661,AWAY,LOW,WIN,-0.0494,0.91
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_moneyline_xgboost,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,0.7155,0.8999,HOME,HIGH,LOSS,0.1844,-1.0
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_moneyline_lightgbm,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,0.7155,0.6239,AWAY,MEDIUM,WIN,-0.0916,0.91
2025-11-10_Delaware St Hornets_Niagara Purple Eagles_moneyline_logistic_regression,2025-11-10,Delaware St Hornets,Niagara Purple Eagles,68,57,,0.7155,0.6572,AWAY,MEDIUM,WIN,-0.0583,0.91
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_totals_ensemble,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,182.0,145.11,146.14,OVER,NONE,WIN,1.03,0.91
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_totals_random_forest,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,182.0,145.11,147.49,OVER,LOW,WIN,2.38,0.91
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_totals_xgboost,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,182.0,145.11,147.09,OVER,NONE,WIN,1.97,0.91
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_totals_lightgbm,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,182.0,145.11,145.2,OVER,NONE,WIN,0.08,0.91
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_totals_linear_regression,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,182.0,145.11,137.85,UNDER,HIGH,LOSS,-7.26,-1.0
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_spreads_ensemble,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,2.16,4.6,AWAY,MEDIUM,LOSS,2.44,-1.0
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_spreads_random_forest,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,2.16,4.95,AWAY,MEDIUM,LOSS,2.79,-1.0
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_spreads_xgboost,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,2.16,4.25,AWAY,MEDIUM,LOSS,2.09,-1.0
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_spreads_lightgbm,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,2.16,-0.74,HOME,MEDIUM,WIN,-2.9,0.91
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_spreads_linear_regression,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,2.16,8.16,AWAY,HIGH,LOSS,6.0,-1.0
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_moneyline_ensemble,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,0.4555,0.4416,PASS,NONE,UNKNOWN,-0.0139,0.0
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_moneyline_random_forest,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,0.4555,0.4514,PASS,NONE,UNKNOWN,-0.0041,0.0
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_moneyline_xgboost,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,0.4555,0.4207,AWAY,LOW,LOSS,-0.0347,-1.0
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_moneyline_lightgbm,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,0.4555,0.4318,AWAY,NONE,LOSS,-0.0237,-1.0
2025-11-11_Charleston Southern Buccaneers_The Citadel Bulldogs_moneyline_logistic_regression,2025-11-11,Charleston Southern Buccaneers,The Citadel Bulldogs,86,96,,0.4555,0.5798,HOME,HIGH,WIN,0.1243,0.91
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_totals_ensemble,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,166.0,164.2,166.58,OVER,LOW,WIN,2.37,0.91
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_totals_random_forest,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,166.0,164.2,166.91,OVER,LOW,WIN,2.71,0.91
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_totals_xgboost,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,166.0,164.2,166.34,OVER,LOW,WIN,2.14,0.91
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_totals_lightgbm,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,166.0,164.2,166.81,OVER,LOW,WIN,2.6,0.91
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_totals_linear_regression,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,166.0,164.2,157.94,UNDER,HIGH,LOSS,-6.27,-1.0
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_spreads_ensemble,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.91,2.37,AWAY,LOW,LOSS,1.46,-1.0
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_spreads_random_forest,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.91,-3.61,HOME,HIGH,WIN,-4.52,0.91
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_spreads_xgboost,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.91,-0.75,HOME,LOW,WIN,-1.66,0.91
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_spreads_lightgbm,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.91,5.5,AWAY,HIGH,LOSS,4.59,-1.0
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_spreads_linear_regression,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.91,7.1,AWAY,HIGH,LOSS,6.19,-1.0
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_moneyline_ensemble,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.6809,0.6955,PASS,NONE,UNKNOWN,0.0146,0.0
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_moneyline_random_forest,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.6809,0.6311,AWAY,LOW,LOSS,-0.0498,-1.0
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_moneyline_xgboost,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.6809,0.544,AWAY,HIGH,LOSS,-0.1369,-1.0
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_moneyline_lightgbm,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.6809,0.7599,HOME,MEDIUM,WIN,0.079,0.91
2025-11-11_Western Kentucky Hilltoppers_Eastern Kentucky Colonels_moneyline_logistic_regression,2025-11-11,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,79,87,,0.6809,0.849,HOME,HIGH,WIN,0.1681,0.91
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_totals_ensemble,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,144.0,142.5,143.95,OVER,NONE,WIN,1.45,0.91
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_totals_random_forest,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,144.0,142.5,152.6,OVER,HIGH,WIN,10.1,0.91
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_totals_xgboost,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,144.0,142.5,138.28,UNDER,MEDIUM,LOSS,-4.22,-1.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_totals_lightgbm,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,144.0,142.5,141.91,UNDER,NONE,LOSS,-0.59,-1.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_totals_linear_regression,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,144.0,142.5,145.99,OVER,MEDIUM,WIN,3.49,0.91
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_spreads_ensemble,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,-15.39,-14.6,AWAY,NONE,LOSS,0.79,-1.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_spreads_random_forest,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,-15.39,-13.05,AWAY,MEDIUM,LOSS,2.34,-1.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_spreads_xgboost,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,-15.39,-16.15,HOME,NONE,LOSS,-0.76,-1.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_spreads_lightgbm,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,-15.39,-17.0,HOME,LOW,LOSS,-1.61,-1.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_spreads_linear_regression,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,-15.39,-10.29,AWAY,HIGH,LOSS,5.1,-1.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_moneyline_ensemble,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,0.9628,0.95,PASS,NONE,UNKNOWN,-0.0128,0.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_moneyline_random_forest,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,0.9628,0.95,PASS,NONE,UNKNOWN,-0.0128,0.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_moneyline_xgboost,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,0.9628,0.95,PASS,NONE,UNKNOWN,-0.0128,0.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_moneyline_lightgbm,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,0.9628,0.95,PASS,NONE,UNKNOWN,-0.0128,0.0
2025-11-11_Eastern Michigan Eagles_Pittsburgh Panthers_moneyline_logistic_regression,2025-11-11,Eastern Michigan Eagles,Pittsburgh Panthers,78,66,,0.9628,0.95,PASS,NONE,UNKNOWN,-0.0128,0.0
2025-11-11_Fairfield Stags_Seton Hall Pirates_totals_ensemble,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,141.0,137.46,138.7,OVER,NONE,WIN,1.24,0.91
2025-11-11_Fairfield Stags_Seton Hall Pirates_totals_random_forest,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,141.0,137.46,140.7,OVER,MEDIUM,WIN,3.24,0.91
2025-11-11_Fairfield Stags_Seton Hall Pirates_totals_xgboost,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,141.0,137.46,141.96,OVER,MEDIUM,WIN,4.51,0.91
2025-11-11_Fairfield Stags_Seton Hall Pirates_totals_lightgbm,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,141.0,137.46,136.7,UNDER,NONE,LOSS,-0.76,-1.0
2025-11-11_Fairfield Stags_Seton Hall Pirates_totals_linear_regression,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,141.0,137.46,131.02,UNDER,HIGH,LOSS,-6.44,-1.0
2025-11-11_Fairfield Stags_Seton Hall Pirates_spreads_ensemble,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,-12.07,-9.45,AWAY,MEDIUM,WIN,2.62,0.91
2025-11-11_Fairfield Stags_Seton Hall Pirates_spreads_random_forest,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,-12.07,-6.68,AWAY,HIGH,WIN,5.38,0.91
2025-11-11_Fairfield Stags_Seton Hall Pirates_spreads_xgboost,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,-12.07,-11.84,AWAY,NONE,WIN,0.23,0.91
2025-11-11_Fairfield Stags_Seton Hall Pirates_spreads_lightgbm,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,-12.07,-7.06,AWAY,HIGH,WIN,5.0,0.91
2025-11-11_Fairfield Stags_Seton Hall Pirates_spreads_linear_regression,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,-12.07,-12.68,HOME,NONE,LOSS,-0.61,-1.0
2025-11-11_Fairfield Stags_Seton Hall Pirates_moneyline_ensemble,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,0.9279,0.8823,AWAY,LOW,WIN,-0.0456,0.91
2025-11-11_Fairfield Stags_Seton Hall Pirates_moneyline_random_forest,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,0.9279,0.95,HOME,NONE,LOSS,0.0221,-1.0
2025-11-11_Fairfield Stags_Seton Hall Pirates_moneyline_xgboost,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,0.9279,0.95,HOME,NONE,LOSS,0.0221,-1.0
2025-11-11_Fairfield Stags_Seton Hall Pirates_moneyline_lightgbm,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,0.9279,0.8146,AWAY,HIGH,WIN,-0.1133,0.91
2025-11-11_Fairfield Stags_Seton Hall Pirates_moneyline_logistic_regression,2025-11-11,Fairfield Stags,Seton Hall Pirates,82,59,,0.9279,0.8023,AWAY,HIGH,WIN,-0.1256,0.91
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_totals_ensemble,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,124.0,141.59,137.62,UNDER,MEDIUM,WIN,-3.97,0.91
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_totals_random_forest,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,124.0,141.59,136.77,UNDER,MEDIUM,WIN,-4.82,0.91
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_totals_xgboost,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,124.0,141.59,138.48,UNDER,MEDIUM,WIN,-3.12,0.91
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_totals_lightgbm,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,124.0,141.59,136.48,UNDER,HIGH,WIN,-5.11,0.91
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_totals_linear_regression,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,124.0,141.59,147.71,OVER,HIGH,LOSS,6.12,-1.0
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_spreads_ensemble,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,-2.89,-3.61,HOME,NONE,LOSS,-0.72,-1.0
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_spreads_random_forest,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,-2.89,-3.46,HOME,NONE,LOSS,-0.57,-1.0
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_spreads_xgboost,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,-2.89,-2.15,AWAY,NONE,LOSS,0.74,-1.0
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_spreads_lightgbm,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,-2.89,-3.76,HOME,NONE,LOSS,-0.87,-1.0
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_spreads_linear_regression,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,-2.89,-6.78,HOME,HIGH,LOSS,-3.89,-1.0
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_moneyline_ensemble,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,0.6264,0.6348,PASS,NONE,UNKNOWN,0.0083,0.0
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_moneyline_random_forest,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,0.6264,0.6305,PASS,NONE,UNKNOWN,0.004,0.0
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_moneyline_xgboost,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,0.6264,0.8225,HOME,HIGH,WIN,0.1961,0.91
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_moneyline_lightgbm,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,0.6264,0.6391,PASS,NONE,UNKNOWN,0.0126,0.0
2025-11-11_Presbyterian Blue Hose_Georgia St Panthers_moneyline_logistic_regression,2025-11-11,Presbyterian Blue Hose,Georgia St Panthers,61,63,,0.6264,0.5555,AWAY,MEDIUM,LOSS,-0.071,-1.0
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_totals_ensemble,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,119.0,159.26,156.42,UNDER,LOW,WIN,-2.84,0.91
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_totals_random_forest,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,119.0,159.26,165.09,OVER,HIGH,LOSS,5.83,-1.0
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_totals_xgboost,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,119.0,159.26,152.24,UNDER,HIGH,WIN,-7.02,0.91
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_totals_lightgbm,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,119.0,159.26,158.15,UNDER,NONE,WIN,-1.11,0.91
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_totals_linear_regression,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,119.0,159.26,154.7,UNDER,MEDIUM,WIN,-4.56,0.91
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_spreads_ensemble,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,-2.26,-2.7,HOME,NONE,WIN,-0.44,0.91
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_spreads_random_forest,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,-2.26,-5.45,HOME,HIGH,WIN,-3.19,0.91
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_spreads_xgboost,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,-2.26,-1.68,AWAY,NONE,LOSS,0.58,-1.0
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_spreads_lightgbm,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,-2.26,-2.66,HOME,NONE,WIN,-0.4,0.91
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_spreads_linear_regression,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,-2.26,-2.73,HOME,NONE,WIN,-0.47,0.91
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_moneyline_ensemble,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,0.5726,0.4497,AWAY,HIGH,LOSS,-0.1229,-1.0
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_moneyline_random_forest,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,0.5726,0.6174,HOME,LOW,WIN,0.0447,0.91
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_moneyline_xgboost,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,0.5726,0.4947,AWAY,MEDIUM,LOSS,-0.078,-1.0
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_moneyline_lightgbm,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,0.5726,0.4048,AWAY,HIGH,LOSS,-0.1679,-1.0
2025-11-11_Indiana St Sycamores_SIU-Edwardsville Cougars_moneyline_logistic_regression,2025-11-11,Indiana St Sycamores,SIU-Edwardsville Cougars,55,64,,0.5726,0.3138,AWAY,HIGH,LOSS,-0.2589,-1.0
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_ensemble,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,157.08,OVER,NONE,WIN,0.62,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_random_forest,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,158.61,OVER,LOW,WIN,2.15,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_xgboost,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,156.12,UNDER,NONE,LOSS,-0.33,-1.0
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_lightgbm,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,152.79,UNDER,MEDIUM,LOSS,-3.66,-1.0
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_linear_regression,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,158.03,OVER,NONE,WIN,1.58,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_ensemble,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,0.41,AWAY,HIGH,WIN,3.26,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_random_forest,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,0.9,AWAY,HIGH,WIN,3.75,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_xgboost,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,0.64,AWAY,HIGH,WIN,3.49,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_lightgbm,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,0.19,AWAY,HIGH,WIN,3.04,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_linear_regression,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,-0.61,AWAY,MEDIUM,WIN,2.24,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_moneyline_ensemble,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,0.6199,0.5513,AWAY,MEDIUM,WIN,-0.0686,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_moneyline_random_forest,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,0.6199,0.4505,AWAY,HIGH,WIN,-0.1694,0.91
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_moneyline_xgboost,2025-11-11,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,0.6199,0.7009,HOME,MEDIUM,LOSS,0.081,-1.0
