team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,season_type
VGK,20222023,VGK,VGK,Team Level,5on5,82,0.52,0.48,0.49,252201.0,2042.48,186.71,139.4,489.33,67.74,1105.09,827.79,178.18,190.04,181.38,2059.0,758.0,1047.0,3864.0,187.0,187.0,34.0,432.0,67.0,870.0,1074.0,1872.0,2630.0,211.0,477.0,1938.0,1807.0,626.0,497.0,2033.0,600.0,184.0,59.37,75.11,52.23,68.0,76.0,43.0,3938.86,2817.0,2862.58,252.0,28.93,39.68,40.02,175.55,178.55,175.15,2111.02,170.69,138.89,517.17,70.12,1164.5,861.65,164.44,169.2,163.03,2054.0,869.0,1233.0,4156.0,160.0,187.0,26.0,493.0,78.0,947.0,1058.0,1894.0,2763.0,232.0,512.0,1787.0,2217.0,568.0,604.0,2253.0,517.0,153.0,63.96,63.12,43.62,63.0,67.0,30.0,4107.25,2923.0,2902.41,294.0,28.67,36.87,37.56,161.81,160.58,157.89,regular
VGK,20222023,VGK,VGK,Team Level,4on5,82,0.18,0.12,0.15,17054.0,45.58,6.78,2.87,6.18,1.47,14.29,28.4,6.7,6.78,6.7,54.0,6.0,11.0,71.0,9.0,2.0,1.0,2.0,0.0,11.0,36.0,45.0,51.0,7.0,14.0,139.0,45.0,44.0,19.0,31.0,17.0,12.0,0.9,2.32,3.56,0.0,4.0,5.0,71.0,60.0,60.0,14.0,0.66,0.48,0.48,6.95,6.95,6.9,254.71,31.29,22.98,54.42,8.33,155.48,80.51,29.27,31.29,29.27,263.0,90.0,159.0,512.0,35.0,26.0,4.0,48.0,8.0,144.0,92.0,228.0,318.0,11.0,20.0,164.0,22.0,23.0,50.0,247.0,66.0,40.0,5.8,7.62,17.86,3.0,8.0,24.0,512.0,353.0,353.0,2.0,6.0,4.14,4.01,33.27,33.27,31.65,regular
VGK,20222023,VGK,VGK,Team Level,5on4,82,0.88,0.87,0.87,20138.0,333.71,43.96,29.85,69.54,10.92,199.88,103.85,41.69,43.96,41.69,333.0,125.0,129.0,587.0,38.0,39.0,6.0,71.0,13.0,159.0,138.0,295.0,420.0,10.0,18.0,245.0,31.0,16.0,39.0,310.0,87.0,61.0,8.16,10.96,24.84,4.0,8.0,26.0,587.0,458.0,458.0,4.0,7.71,8.75,8.5,43.16,43.16,41.25,52.67,5.96,2.75,7.89,1.77,16.77,35.85,5.77,5.96,5.77,61.0,10.0,16.0,87.0,3.0,5.0,2.0,6.0,1.0,10.0,46.0,58.0,68.0,5.0,10.0,159.0,62.0,55.0,14.0,47.0,15.0,9.0,1.27,2.04,2.66,0.0,1.0,2.0,87.0,71.0,71.0,13.0,0.63,1.51,1.51,5.09,5.09,5.06,regular
STL,20222023,STL,STL,Team Level,other,82,0.35,0.44,0.41,8578.0,98.98,19.63,6.88,17.38,3.24,52.88,35.99,19.36,19.63,19.36,103.0,33.0,56.0,192.0,28.0,6.0,2.0,20.0,2.0,37.0,43.0,75.0,108.0,4.0,6.0,92.0,17.0,22.0,8.0,70.0,45.0,21.0,2.75,5.85,11.03,5.0,10.0,13.0,192.0,136.0,136.0,5.0,1.92,1.03,1.03,20.52,20.52,20.33,142.64,36.35,10.46,22.95,4.61,78.19,45.45,34.61,36.35,34.61,142.0,56.0,50.0,248.0,42.0,8.0,3.0,21.0,3.0,69.0,55.0,100.0,156.0,3.0,6.0,99.0,19.0,34.0,22.0,95.0,54.0,49.0,3.96,6.78,25.61,7.0,6.0,29.0,248.0,198.0,198.0,10.0,3.01,2.69,3.23,36.13,36.13,34.69,regular
STL,20222023,STL,STL,Team Level,all,82,0.44,0.46,0.46,298168.0,2322.15,220.89,161.11,524.93,74.12,1285.35,933.6,214.51,221.24,214.86,2341.0,859.0,996.0,4196.0,260.0,165.0,27.0,454.0,78.0,1033.0,1210.0,2081.0,2940.0,254.0,559.0,2150.0,1814.0,684.0,623.0,2322.0,678.0,200.0,69.45,82.2,69.25,95.0,92.0,73.0,4174.77,3200.0,3192.76,365.0,35.2,34.76,34.77,221.32,221.73,218.19,2696.93,281.49,190.41,618.67,88.89,1472.66,1068.87,268.75,282.76,270.04,2653.0,1068.0,1173.0,4894.0,298.0,262.0,47.0,530.0,67.0,1213.0,1351.0,2355.0,3423.0,276.0,606.0,2284.0,1513.0,849.0,627.0,2625.0,812.0,284.0,79.72,99.45,102.3,89.0,109.0,100.0,4931.26,3721.0,3740.68,352.0,41.9,54.67,54.67,268.71,269.96,262.77,regular
STL,20222023,STL,STL,Team Level,5on5,82,0.45,0.46,0.46,246100.0,1848.86,155.86,123.4,436.25,59.17,1017.65,756.66,151.94,156.21,152.29,1875.0,674.0,808.0,3357.0,180.0,131.0,19.0,365.0,66.0,831.0,976.0,1695.0,2369.0,233.0,518.0,1673.0,1729.0,596.0,540.0,1889.0,532.0,128.0,57.41,64.55,33.9,79.0,69.0,32.0,3335.77,2549.0,2541.76,333.0,25.44,27.04,27.18,154.13,154.54,152.48,2147.0,191.95,145.37,516.78,71.33,1170.09,869.48,184.01,193.23,185.3,2103.0,862.0,1000.0,3965.0,188.0,213.0,36.0,439.0,56.0,963.0,1106.0,1915.0,2777.0,257.0,568.0,1810.0,1415.0,726.0,534.0,2160.0,633.0,172.0,65.84,77.75,48.36,67.0,84.0,37.0,4002.26,2965.0,2984.68,312.0,30.11,42.57,42.02,180.04,181.29,177.76,regular
STL,20222023,STL,STL,Team Level,4on5,82,0.14,0.12,0.15,19977.0,60.08,7.33,3.22,8.15,1.83,18.53,39.95,7.06,7.33,7.06,62.0,17.0,3.0,82.0,6.0,7.0,1.0,5.0,1.0,14.0,46.0,56.0,73.0,8.0,19.0,165.0,40.0,51.0,24.0,49.0,19.0,11.0,1.61,2.39,3.32,1.0,2.0,3.0,82.0,79.0,79.0,22.0,0.73,2.3,2.3,5.77,5.77,5.73,334.51,45.01,30.68,68.97,10.8,201.72,104.83,42.07,45.01,42.07,331.0,131.0,113.0,575.0,55.0,37.0,6.0,64.0,8.0,165.0,133.0,276.0,407.0,11.0,22.0,192.0,20.0,18.0,43.0,313.0,97.0,52.0,8.04,11.31,25.66,9.0,17.0,29.0,575.0,462.0,462.0,3.0,7.91,8.44,8.44,44.48,44.48,42.28,regular
STL,20222023,STL,STL,Team Level,5on4,82,0.82,0.84,0.82,23513.0,314.22,38.07,27.6,63.15,9.88,196.3,101.0,36.14,38.07,36.14,301.0,135.0,129.0,565.0,46.0,21.0,5.0,64.0,9.0,151.0,145.0,255.0,390.0,9.0,16.0,220.0,28.0,15.0,51.0,314.0,82.0,40.0,7.67,9.4,21.0,10.0,11.0,25.0,565.0,436.0,436.0,5.0,7.1,4.4,4.26,40.91,40.91,39.67,72.78,8.18,3.92,9.98,2.15,22.65,49.12,8.06,8.18,8.06,77.0,19.0,10.0,106.0,13.0,4.0,2.0,6.0,0.0,16.0,57.0,64.0,83.0,5.0,10.0,183.0,59.0,71.0,28.0,57.0,28.0,11.0,1.88,3.62,2.68,6.0,2.0,5.0,106.0,96.0,96.0,27.0,0.87,0.98,0.98,8.07,8.07,8.03,regular
VAN,20222023,VAN,VAN,Team Level,other,82,0.53,0.56,0.56,9279.0,162.07,31.82,12.27,29.27,5.53,90.03,55.08,29.32,31.82,29.32,149.0,75.0,65.0,289.0,33.0,13.0,2.0,19.0,5.0,77.0,77.0,116.0,191.0,5.0,10.0,111.0,25.0,21.0,21.0,122.0,55.0,47.0,4.62,6.74,20.47,7.0,8.0,18.0,289.0,224.0,224.0,7.0,3.56,4.17,4.17,31.21,31.21,29.34,124.74,28.53,8.84,21.23,4.14,68.47,43.78,26.79,28.53,26.79,125.0,50.0,53.0,228.0,33.0,5.0,2.0,22.0,10.0,51.0,54.0,92.0,142.0,6.0,15.0,111.0,26.0,16.0,18.0,90.0,53.0,32.0,3.53,6.92,18.08,3.0,14.0,16.0,228.0,175.0,175.0,10.0,2.51,1.75,1.75,29.3,29.3,27.55,regular
VAN,20222023,VAN,VAN,Team Level,all,82,0.48,0.49,0.49,299507.0,2422.93,245.86,177.5,553.08,81.27,1375.8,953.49,234.87,245.31,234.35,2438.0,949.0,1127.0,4514.0,270.0,230.0,38.0,508.0,95.0,1055.0,1229.0,2168.0,3117.0,286.0,680.0,2273.0,2024.0,519.0,562.0,2446.0,680.0,261.0,71.34,82.43,92.08,77.0,102.0,91.0,4490.54,3387.0,3369.46,315.0,39.87,50.11,50.29,235.43,234.89,228.53,2537.51,262.51,181.73,583.29,84.68,1393.89,1010.91,249.65,264.33,251.45,2527.0,990.0,1139.0,4656.0,296.0,253.0,40.0,506.0,93.0,1152.0,1217.0,2231.0,3221.0,312.0,728.0,2320.0,1649.0,489.0,619.0,2499.0,733.0,285.0,75.23,90.35,96.93,106.0,92.0,98.0,4708.26,3517.0,3554.99,354.0,40.28,54.29,54.36,248.44,250.41,243.39,regular
VAN,20222023,VAN,VAN,Team Level,5on5,82,0.46,0.48,0.48,243389.0,1801.93,156.24,124.38,430.54,60.11,1013.44,734.29,150.66,155.7,150.12,1848.0,671.0,862.0,3381.0,170.0,169.0,32.0,418.0,73.0,752.0,937.0,1678.0,2349.0,258.0,624.0,1700.0,1904.0,443.0,466.0,1880.0,495.0,144.0,55.86,59.81,40.57,62.0,72.0,36.0,3357.54,2519.0,2501.46,286.0,25.7,35.97,36.36,145.58,145.04,142.98,1998.15,180.11,136.59,479.95,66.92,1102.26,811.18,172.35,181.94,174.14,1989.0,788.0,941.0,3718.0,193.0,199.0,28.0,425.0,71.0,926.0,963.0,1796.0,2584.0,289.0,681.0,1811.0,1535.0,402.0,533.0,2043.0,547.0,187.0,61.61,67.66,50.84,86.0,62.0,45.0,3770.26,2777.0,2814.99,317.0,28.38,40.36,40.77,167.73,169.7,166.33,regular
VAN,20222023,VAN,VAN,Team Level,4on5,82,0.12,0.11,0.12,21113.0,50.38,6.39,2.88,6.96,1.5,14.89,31.38,6.28,6.39,6.28,56.0,8.0,9.0,73.0,10.0,2.0,0.0,3.0,0.0,4.0,45.0,46.0,54.0,10.0,20.0,177.0,77.0,38.0,19.0,37.0,15.0,12.0,1.34,2.1,2.94,3.0,3.0,4.0,73.0,64.0,64.0,18.0,0.65,0.29,0.29,6.75,6.75,6.65,345.27,47.05,32.76,72.54,11.58,201.83,107.22,43.74,47.05,43.74,335.0,138.0,137.0,610.0,58.0,49.0,10.0,50.0,12.0,162.0,142.0,277.0,415.0,12.0,22.0,227.0,19.0,17.0,41.0,306.0,110.0,57.0,8.41,12.94,25.7,13.0,13.0,32.0,610.0,473.0,473.0,3.0,8.56,12.18,11.84,43.78,43.78,41.92,regular
VAN,20222023,VAN,VAN,Team Level,5on4,82,0.88,0.89,0.86,25726.0,408.54,51.41,37.97,86.31,14.12,257.44,132.75,48.63,51.41,48.63,385.0,195.0,191.0,771.0,57.0,46.0,4.0,68.0,17.0,222.0,170.0,328.0,523.0,13.0,26.0,285.0,18.0,17.0,56.0,407.0,115.0,58.0,9.52,13.78,28.1,5.0,19.0,33.0,771.0,580.0,580.0,4.0,9.95,9.68,9.46,51.9,51.9,49.56,69.35,6.81,3.54,9.57,2.03,21.33,48.71,6.76,6.81,6.76,78.0,14.0,8.0,100.0,12.0,0.0,0.0,9.0,0.0,13.0,58.0,66.0,80.0,5.0,10.0,171.0,69.0,54.0,27.0,60.0,23.0,9.0,1.68,2.82,2.31,4.0,3.0,5.0,100.0,92.0,92.0,24.0,0.83,0.0,0.0,7.64,7.64,7.59,regular
WPG,20222023,WPG,WPG,Team Level,other,82,0.51,0.54,0.53,10511.0,156.09,34.86,11.85,26.93,5.24,89.06,48.05,31.27,34.86,31.27,147.0,69.0,66.0,282.0,39.0,10.0,4.0,19.0,2.0,83.0,63.0,108.0,177.0,6.0,12.0,108.0,38.0,21.0,18.0,110.0,63.0,43.0,4.29,7.79,22.79,6.0,12.0,21.0,282.0,216.0,216.0,7.0,3.49,3.88,3.88,34.47,34.47,32.1,137.43,33.68,9.54,24.36,4.62,72.66,46.13,32.1,33.68,32.1,134.0,57.0,49.0,240.0,32.0,12.0,3.0,25.0,2.0,65.0,55.0,102.0,159.0,8.0,18.0,125.0,42.0,15.0,20.0,87.0,58.0,46.0,3.37,7.32,22.99,6.0,6.0,20.0,240.0,191.0,191.0,14.0,2.76,3.96,3.96,32.48,32.48,31.21,regular
WPG,20222023,WPG,WPG,Team Level,all,82,0.52,0.51,0.51,297097.0,2599.2,267.67,183.72,591.88,86.6,1461.75,1034.37,254.07,267.78,254.23,2486.0,1140.0,1211.0,4837.0,246.0,225.0,43.0,497.0,67.0,1298.0,1293.0,2240.0,3380.0,296.0,669.0,2184.0,1789.0,611.0,707.0,2585.0,757.0,284.0,77.42,92.25,98.0,91.0,81.0,74.0,4844.91,3626.0,3632.03,489.0,40.83,47.51,47.62,260.89,261.32,252.93,2485.45,251.2,173.32,575.09,82.07,1368.17,994.14,239.41,251.41,239.69,2487.0,957.0,1113.0,4557.0,224.0,215.0,34.0,478.0,58.0,1164.0,1305.0,2263.0,3220.0,318.0,707.0,2279.0,1746.0,565.0,773.0,2457.0,731.0,256.0,71.72,91.36,88.13,69.0,77.0,78.0,4547.1,3444.0,3442.71,560.0,38.4,46.9,46.9,242.7,242.87,235.74,regular
WPG,20222023,WPG,WPG,Team Level,5on5,82,0.52,0.52,0.51,238269.0,2010.62,179.9,135.75,479.47,67.23,1128.16,825.5,173.03,180.01,173.19,1924.0,892.0,966.0,3782.0,160.0,180.0,34.0,397.0,57.0,983.0,1039.0,1764.0,2656.0,269.0,611.0,1699.0,1646.0,517.0,589.0,2066.0,570.0,180.0,62.08,69.83,47.99,76.0,54.0,30.0,3789.91,2816.0,2822.04,431.0,28.1,36.44,36.54,171.46,171.89,168.66,1928.88,167.85,127.85,469.41,63.57,1057.41,783.91,161.31,168.06,161.59,1937.0,733.0,882.0,3552.0,148.0,171.0,23.0,389.0,47.0,887.0,1028.0,1789.0,2522.0,278.0,617.0,1684.0,1587.0,476.0,641.0,1973.0,550.0,147.0,58.21,69.15,40.48,55.0,60.0,33.0,3542.1,2670.0,2668.72,478.0,26.47,36.03,36.03,158.3,158.47,155.6,regular
WPG,20222023,WPG,WPG,Team Level,4on5,82,0.12,0.11,0.13,23095.0,57.57,5.51,2.69,7.48,1.62,17.45,40.26,5.34,5.51,5.34,61.0,14.0,8.0,83.0,6.0,1.0,0.0,2.0,2.0,13.0,51.0,55.0,69.0,10.0,23.0,167.0,68.0,53.0,46.0,53.0,15.0,7.0,1.61,1.9,2.01,1.0,3.0,2.0,83.0,75.0,75.0,46.0,0.62,0.29,0.29,5.83,5.83,5.74,342.61,42.33,31.93,70.56,11.6,214.34,111.25,38.78,42.33,38.78,332.0,150.0,169.0,651.0,39.0,30.0,8.0,60.0,9.0,199.0,145.0,293.0,443.0,20.0,43.0,230.0,29.0,15.0,47.0,324.0,107.0,51.0,8.24,12.59,21.5,7.0,9.0,23.0,651.0,482.0,482.0,5.0,8.25,6.42,6.42,44.15,44.15,41.18,regular
WPG,20222023,WPG,WPG,Team Level,5on4,82,0.87,0.86,0.84,25222.0,374.92,47.39,33.44,78.01,12.51,227.08,120.57,44.44,47.39,44.44,354.0,165.0,171.0,690.0,41.0,34.0,5.0,79.0,6.0,219.0,140.0,313.0,478.0,11.0,23.0,210.0,37.0,20.0,54.0,356.0,109.0,54.0,9.44,12.74,25.21,8.0,12.0,21.0,690.0,519.0,519.0,5.0,8.63,6.9,6.9,49.13,49.13,46.43,76.53,7.34,4.0,10.76,2.28,23.77,52.85,7.2,7.34,7.2,84.0,17.0,13.0,114.0,5.0,2.0,0.0,4.0,0.0,13.0,77.0,79.0,96.0,12.0,29.0,240.0,88.0,59.0,65.0,73.0,16.0,12.0,1.9,2.29,3.16,1.0,2.0,2.0,114.0,101.0,101.0,63.0,0.92,0.49,0.49,7.77,7.77,7.74,regular
NYR,20232024,NYR,NYR,Team Level,other,82,0.59,0.57,0.57,11238.0,179.46,45.97,12.86,32.03,6.49,98.05,58.6,42.14,45.97,42.14,158.0,96.0,94.0,348.0,49.0,20.0,6.0,20.0,3.0,104.0,58.0,109.0,205.0,2.0,7.0,130.0,29.0,28.0,22.0,127.0,60.0,67.0,4.69,7.45,33.83,7.0,10.0,32.0,348.0,254.0,254.0,8.0,3.7,4.83,4.83,44.84,44.84,41.79,141.28,31.46,9.81,26.06,4.62,72.77,47.28,30.03,31.46,30.03,128.0,64.0,71.0,263.0,22.0,14.0,1.0,17.0,2.0,67.0,70.0,106.0,170.0,5.0,13.0,130.0,33.0,17.0,26.0,112.0,34.0,46.0,4.84,3.9,22.71,5.0,1.0,16.0,263.0,192.0,192.0,10.0,2.81,4.43,4.43,29.84,29.84,29.15,regular
NYR,20232024,NYR,NYR,Team Level,all,82,0.52,0.51,0.52,298478.0,2719.29,267.6,184.93,657.11,92.09,1503.48,1078.8,254.2,268.54,255.12,2582.0,1202.0,1382.0,5166.0,278.0,255.0,41.0,492.0,16.0,1404.0,1339.0,2304.0,3506.0,283.0,639.0,2380.0,1981.0,563.0,588.0,2845.0,647.0,292.0,82.38,78.91,106.3,102.0,90.0,86.0,5181.96,3784.0,3797.81,316.0,41.33,51.89,51.99,256.94,257.75,248.7,2568.98,249.94,172.62,633.54,87.81,1377.13,1009.94,237.65,249.47,237.23,2419.0,1112.0,1372.0,4903.0,226.0,293.0,28.0,412.0,17.0,1243.0,1340.0,2193.0,3305.0,297.0,668.0,2174.0,1683.0,485.0,551.0,2632.0,620.0,279.0,74.27,77.71,97.96,75.0,87.0,64.0,4872.69,3531.0,3515.76,285.0,38.29,57.55,57.62,230.61,230.43,224.52,regular
NYR,20232024,NYR,NYR,Team Level,5on5,82,0.49,0.5,0.5,242468.0,2063.53,162.67,132.56,527.27,69.22,1133.41,839.87,157.08,163.61,158.0,1974.0,891.0,1101.0,3966.0,166.0,190.0,23.0,411.0,11.0,1022.0,1065.0,1808.0,2699.0,256.0,582.0,1821.0,1869.0,445.0,493.0,2254.0,458.0,153.0,64.86,55.14,42.68,86.0,61.0,19.0,3981.96,2865.0,2878.81,280.0,27.47,35.89,36.3,153.85,154.67,151.91,2048.61,167.47,131.6,526.74,70.42,1097.85,824.92,160.99,167.0,160.57,1931.0,888.0,1132.0,3951.0,165.0,234.0,26.0,336.0,13.0,986.0,1085.0,1766.0,2654.0,260.0,593.0,1669.0,1579.0,410.0,447.0,2176.0,478.0,165.0,60.04,61.24,46.19,68.0,69.0,28.0,3920.69,2819.0,2803.76,250.0,27.28,43.53,44.14,150.61,150.43,147.99,regular
NYR,20232024,NYR,NYR,Team Level,4on5,82,0.15,0.17,0.19,22916.0,80.56,8.53,4.5,12.0,2.59,25.9,54.48,8.37,8.53,8.37,72.0,36.0,13.0,121.0,7.0,7.0,1.0,4.0,1.0,20.0,69.0,65.0,101.0,10.0,20.0,174.0,61.0,73.0,25.0,70.0,26.0,12.0,1.97,3.2,3.36,1.0,5.0,1.0,121.0,108.0,108.0,20.0,1.03,1.2,1.2,8.35,8.35,8.3,325.82,47.11,28.58,72.76,10.94,188.04,98.57,42.77,47.11,42.77,298.0,148.0,155.0,601.0,36.0,44.0,1.0,56.0,2.0,177.0,131.0,262.0,410.0,23.0,44.0,223.0,25.0,15.0,56.0,290.0,90.0,66.0,8.08,10.38,28.65,1.0,15.0,20.0,601.0,446.0,446.0,4.0,7.6,9.44,8.91,45.8,45.8,43.06,regular
NYR,20232024,NYR,NYR,Team Level,5on4,82,0.93,0.89,0.88,21856.0,395.75,50.43,35.01,85.81,13.78,246.11,125.87,46.61,50.43,46.61,378.0,179.0,174.0,731.0,56.0,38.0,11.0,57.0,1.0,258.0,147.0,322.0,501.0,15.0,30.0,255.0,22.0,17.0,48.0,394.0,103.0,60.0,10.87,13.11,26.44,8.0,14.0,34.0,731.0,557.0,557.0,8.0,9.13,9.96,9.67,49.88,49.88,46.69,53.29,3.91,2.63,7.99,1.84,18.46,39.17,3.87,3.91,3.87,62.0,12.0,14.0,88.0,3.0,1.0,0.0,3.0,0.0,13.0,54.0,59.0,71.0,9.0,18.0,152.0,46.0,43.0,22.0,54.0,18.0,2.0,1.31,2.19,0.41,1.0,2.0,0.0,88.0,74.0,74.0,21.0,0.6,0.15,0.15,4.36,4.36,4.32,regular
TBL,20232024,TBL,TBL,Team Level,other,82,0.48,0.5,0.49,11158.0,152.12,39.92,10.93,25.76,5.05,81.56,46.79,35.3,39.92,35.3,146.0,64.0,80.0,290.0,43.0,16.0,3.0,23.0,0.0,69.0,59.0,103.0,167.0,7.0,17.0,139.0,35.0,23.0,20.0,93.0,58.0,59.0,3.9,7.31,28.72,5.0,10.0,28.0,290.0,210.0,210.0,5.0,3.24,6.18,6.18,36.98,36.98,34.33,161.49,44.04,11.96,28.32,5.54,81.71,50.44,40.67,44.04,40.67,155.0,67.0,63.0,285.0,37.0,16.0,2.0,28.0,3.0,71.0,67.0,118.0,185.0,6.0,15.0,127.0,28.0,28.0,17.0,99.0,51.0,72.0,4.02,6.58,33.44,4.0,8.0,25.0,285.0,222.0,222.0,8.0,3.49,5.39,5.39,42.14,42.14,39.66,regular
TBL,20232024,TBL,TBL,Team Level,all,82,0.51,0.51,0.51,297761.0,2559.93,269.37,177.28,600.43,85.39,1383.75,1000.77,254.7,270.02,255.34,2402.0,1115.0,1428.0,4945.0,288.0,246.0,40.0,478.0,8.0,1241.0,1256.0,2114.0,3229.0,303.0,703.0,2331.0,1982.0,528.0,607.0,2517.0,702.0,298.0,73.8,87.81,107.76,90.0,108.0,90.0,4969.52,3517.0,3529.91,294.0,39.84,54.9,54.93,254.29,254.83,247.55,2474.16,260.06,170.12,590.31,83.81,1329.85,967.84,246.24,260.79,246.87,2430.0,972.0,1360.0,4762.0,267.0,272.0,29.0,441.0,14.0,1170.0,1238.0,2163.0,3135.0,312.0,720.0,2173.0,2053.0,602.0,531.0,2468.0,626.0,308.0,72.91,77.61,109.53,103.0,89.0,75.0,4757.9,3402.0,3408.26,279.0,37.92,58.02,58.02,239.96,240.42,232.65,regular
TBL,20232024,TBL,TBL,Team Level,5on5,82,0.5,0.51,0.5,242162.0,1946.64,166.07,129.12,481.28,64.85,1054.59,785.08,159.98,166.73,160.62,1814.0,867.0,1175.0,3856.0,172.0,180.0,25.0,376.0,7.0,958.0,988.0,1642.0,2509.0,270.0,620.0,1794.0,1859.0,433.0,514.0,2020.0,502.0,159.0,58.81,63.54,43.74,76.0,77.0,19.0,3880.52,2681.0,2693.91,266.0,26.87,36.0,36.03,156.9,157.45,154.66,1931.43,167.8,125.59,484.94,65.94,1035.3,776.44,161.02,168.53,161.64,1894.0,762.0,1119.0,3775.0,190.0,219.0,25.0,357.0,7.0,901.0,982.0,1704.0,2466.0,286.0,662.0,1660.0,1945.0,502.0,452.0,2013.0,463.0,180.0,58.02,57.49,52.28,88.0,72.0,30.0,3770.9,2656.0,2662.26,243.0,26.13,44.69,44.82,149.1,149.55,146.99,regular
TBL,20232024,TBL,TBL,Team Level,4on5,82,0.15,0.15,0.18,22610.0,74.59,7.88,4.28,11.75,2.7,24.73,49.66,7.6,7.88,7.6,78.0,23.0,10.0,111.0,5.0,6.0,0.0,5.0,0.0,22.0,63.0,73.0,96.0,11.0,30.0,192.0,71.0,59.0,23.0,67.0,24.0,10.0,2.13,3.07,2.67,2.0,2.0,1.0,111.0,101.0,101.0,19.0,0.98,1.39,1.39,7.46,7.46,7.36,322.42,43.12,29.61,68.43,10.56,193.63,99.67,39.51,43.12,39.51,319.0,126.0,166.0,611.0,35.0,35.0,2.0,56.0,4.0,183.0,132.0,284.0,410.0,12.0,24.0,197.0,31.0,13.0,37.0,298.0,96.0,51.0,9.02,11.58,22.52,9.0,8.0,18.0,611.0,445.0,445.0,5.0,7.63,7.65,7.52,43.23,43.23,40.55,regular
TBL,20232024,TBL,TBL,Team Level,5on4,82,0.92,0.88,0.87,21831.0,386.57,55.5,32.95,81.63,12.8,222.87,119.25,51.83,55.5,51.83,364.0,161.0,163.0,688.0,68.0,44.0,12.0,74.0,1.0,192.0,146.0,296.0,457.0,15.0,36.0,206.0,17.0,13.0,50.0,337.0,118.0,70.0,8.96,13.89,32.64,7.0,19.0,42.0,688.0,525.0,525.0,4.0,8.77,11.33,11.33,52.94,52.94,51.21,58.79,5.11,2.95,8.63,1.79,19.22,41.3,5.04,5.11,5.04,62.0,17.0,12.0,91.0,5.0,2.0,0.0,0.0,0.0,15.0,57.0,57.0,74.0,8.0,19.0,189.0,49.0,59.0,25.0,58.0,16.0,5.0,1.85,1.96,1.29,2.0,1.0,2.0,91.0,79.0,79.0,23.0,0.67,0.29,0.29,5.49,5.49,5.45,regular
